,a
0,b'Tree'
1,b'Tree'
2,b'Clothing'
3,b'Person'
4,b'Tree'
5,b'Person'
6,b'Human hand'
7,b'Clothing'
8,b'Tree'
9,b'Human arm'
10,b'Tree'
11,b'Human hand'
12,b'Tree'
13,b'Tree'
14,b'Mammal'
15,b'Clothing'
16,b'Tree'
17,b'Human arm'
18,b'Footwear'
19,b'Human face'
20,b'Tree'
21,b'Tree'
22,b'Person'
23,b'Tree'
24,b'Man'
25,b'Tree'
26,b'Footwear'
27,b'Tree'
28,b'Mammal'
29,b'Human hand'
30,b'Man'
31,b'Tree'
32,b'Human arm'
33,b'Clothing'
34,b'Tree'
35,b'Human arm'
36,b'Tree'
37,b'Human arm'
38,b'Skateboard'
39,b'Footwear'
40,b'Tree'
41,b'Tree'
42,b'Sports equipment'
43,b'Person'
44,b'Person'
45,b'Human arm'
46,b'Footwear'
47,b'Human arm'
48,b'Mammal'
49,b'Sports equipment'
50,b'Person'
51,b'Human hand'
52,b'Human arm'
53,b'Tree'
54,b'Human head'
55,b'Human body'
56,b'Human leg'
57,b'Person'
58,b'Hiking equipment'
59,b'Sports equipment'
60,b'Human hand'
61,b'Clothing'
62,b'Person'
63,b'Person'
64,b'Man'
65,b'Human hand'
66,b'Human arm'
67,b'Human arm'
68,b'Person'
69,b'Footwear'
70,b'Tree'
71,b'Tree'
72,b'Clothing'
73,b'Tree'
74,b'Man'
75,b'Tree'
76,b'Plant'
77,b'Human arm'
78,b'Human arm'
79,b'Tree'
80,b'Tree'
81,b'Man'
82,b'Human arm'
83,b'Person'
84,b'Person'
85,b'Tree'
86,b'Human leg'
87,b'Human arm'
88,b'Human leg'
89,b'Human arm'
90,b'Tree'
91,b'Mammal'
92,b'Human hair'
93,b'Human head'
94,b'Clothing'
95,b'Clothing'
96,b'Tree'
97,b'Human head'
98,b'Human arm'
99,b'Mammal'
