,a
0,0.83440566
1,0.65684193
2,0.607522
3,0.55984056
4,0.49964145
5,0.31004262
6,0.2676239
7,0.26718247
8,0.2579005
9,0.23221557
10,0.21325813
11,0.1709259
12,0.14672641
13,0.12913008
14,0.12831725
15,0.12348564
16,0.120122604
17,0.11317807
18,0.10456776
19,0.10346647
20,0.093787685
21,0.0925839
22,0.08177897
23,0.07530012
24,0.07111645
25,0.057611108
26,0.055919133
27,0.055508956
28,0.05549725
29,0.054502767
30,0.04504621
31,0.045042947
32,0.043411314
33,0.04004786
34,0.03928466
35,0.039183557
36,0.038288515
37,0.0374689
38,0.03732029
39,0.03570303
40,0.035570495
41,0.034669425
42,0.028777292
43,0.028364219
44,0.028332714
45,0.027832875
46,0.02727184
47,0.026638653
48,0.026179796
49,0.024845455
50,0.024226075
51,0.023883993
52,0.023131048
53,0.022990499
54,0.022805145
55,0.022781488
56,0.021347344
57,0.021164928
58,0.021127699
59,0.02093748
60,0.020867776
61,0.020288473
62,0.020231264
63,0.020106342
64,0.020010272
65,0.018556358
66,0.018450134
67,0.018357737
68,0.01824517
69,0.018081648
70,0.018010939
71,0.017970433
72,0.01796059
73,0.01780975
74,0.01724259
75,0.01651889
76,0.01636113
77,0.015561387
78,0.015372941
79,0.014819533
80,0.0147205945
81,0.0146618225
82,0.014492193
83,0.013838384
84,0.0138052525
85,0.013369157
86,0.012972146
87,0.012693154
88,0.012556288
89,0.0123020625
90,0.011818712
91,0.011790615
92,0.011724725
93,0.01147626
94,0.01132743
95,0.011221483
96,0.011065062
97,0.010752138
98,0.010707982
99,0.010198742
