,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Trousers'
4,b'House'
5,b'Shelf'
6,b'Furniture'
7,b'Girl'
8,b'Human hair'
9,b'Jeans'
10,b'Furniture'
11,b'Wardrobe'
12,b'Cupboard'
13,b'Shelf'
14,b'Person'
15,b'Clothing'
16,b'Shelf'
17,b'Cabinetry'
18,b'Shelf'
19,b'Human leg'
20,b'Shelf'
21,b'Human leg'
22,b'Wardrobe'
23,b'Shelf'
24,b'Shelf'
25,b'Shelf'
26,b'Human arm'
27,b'Jacket'
28,b'Shelf'
29,b'Human head'
30,b'Cabinetry'
31,b'Building'
32,b'Coat'
33,b'Cabinetry'
34,b'Human body'
35,b'Furniture'
36,b'Shelf'
37,b'Shelf'
38,b'Shelf'
39,b'Closet'
40,b'Cabinetry'
41,b'Kitchen appliance'
42,b'Furniture'
43,b'Bed'
44,b'Human mouth'
45,b'Human hair'
46,b'Shelf'
47,b'Human leg'
48,b'Human arm'
49,b'Human hair'
50,b'Bookcase'
51,b'Kitchen appliance'
52,b'Furniture'
53,b'Cabinetry'
54,b'House'
55,b'Furniture'
56,b'Office supplies'
57,b'Shelf'
58,b'Closet'
59,b'Cupboard'
60,b'Medical equipment'
61,b'Human arm'
62,b'Cabinetry'
63,b'Mammal'
64,b'Wardrobe'
65,b'Human eye'
66,b'Door'
67,b'Shelf'
68,b'Door'
69,b'Dress'
70,b'Furniture'
71,b'Doll'
72,b'Table'
73,b'Building'
74,b'Human eye'
75,b'Cabinetry'
76,b'Door'
77,b'Cabinetry'
78,b'Bottle'
79,b'Porch'
80,b'Shelf'
81,b'Cabinetry'
82,b'Home appliance'
83,b'Shelf'
84,b'Cabinetry'
85,b'Chest of drawers'
86,b'Kitchen appliance'
87,b'Office building'
88,b'Shelf'
89,b'Suit'
90,b'Cabinetry'
91,b'Fashion accessory'
92,b'Shelf'
93,b'Countertop'
94,b'Cabinetry'
95,b'Furniture'
96,b'Window'
97,b'Human nose'
98,b'Drawer'
99,b'Refrigerator'
