,a
0,0.575198
1,0.41946673
2,0.4083374
3,0.35591903
4,0.30769548
5,0.2995675
6,0.29440552
7,0.2722581
8,0.26875994
9,0.20132548
10,0.19526573
11,0.17137474
12,0.15135707
13,0.1452598
14,0.14155291
15,0.13295576
16,0.120956816
17,0.1207768
18,0.11497598
19,0.114132464
20,0.10815944
21,0.09925442
22,0.09798694
23,0.09082915
24,0.07076732
25,0.068512686
26,0.068064384
27,0.06770886
28,0.06486201
29,0.053777825
30,0.04683588
31,0.04169382
32,0.04148454
33,0.039434507
34,0.039122865
35,0.038462743
36,0.038263526
37,0.035615757
38,0.034794755
39,0.032815762
40,0.032771952
41,0.031838637
42,0.027394028
43,0.027227791
44,0.027006196
45,0.026985986
46,0.026651168
47,0.025729368
48,0.024949044
49,0.024505084
50,0.023723885
51,0.022002479
52,0.021942614
53,0.021767681
54,0.019956494
55,0.01982629
56,0.018049935
57,0.01757682
58,0.017509628
59,0.017443193
60,0.01726367
61,0.017238317
62,0.015635323
63,0.015160086
64,0.0148109635
65,0.014641536
66,0.013678365
67,0.013179967
68,0.012820286
69,0.012611388
70,0.011769117
71,0.011480072
72,0.011202522
73,0.011172432
74,0.010767447
75,0.010678625
76,0.010511603
77,0.010266401
78,0.0102219805
79,0.009945303
80,0.009920727
81,0.009827959
82,0.00953599
83,0.009508058
84,0.009211863
85,0.00893274
86,0.008917119
87,0.008636193
88,0.00857041
89,0.008514509
90,0.008510027
91,0.008495771
92,0.008411813
93,0.008238233
94,0.007990944
95,0.00798906
96,0.007931322
97,0.007675302
98,0.0076291813
99,0.0076288446
