,a
0,b'Person'
1,b'Clothing'
2,b'Food'
3,b'Food'
4,b'Food'
5,b'Food'
6,b'Fast food'
7,b'Human face'
8,b'Fast food'
9,b'Fast food'
10,b'Person'
11,b'Snack'
12,b'Food'
13,b'Man'
14,b'Food'
15,b'Person'
16,b'Bottle'
17,b'Human head'
18,b'Fast food'
19,b'Dessert'
20,b'Dessert'
21,b'Table'
22,b'Snack'
23,b'Fast food'
24,b'Food'
25,b'Fast food'
26,b'Baked goods'
27,b'Food'
28,b'Baked goods'
29,b'Food'
30,b'Snack'
31,b'Drink'
32,b'Tableware'
33,b'Snack'
34,b'Food'
35,b'Human hand'
36,b'Food'
37,b'Woman'
38,b'Human hand'
39,b'Office supplies'
40,b'Food'
41,b'Clothing'
42,b'Human face'
43,b'Man'
44,b'Seafood'
45,b'Mammal'
46,b'Human face'
47,b'Food'
48,b'Human face'
49,b'Fast food'
50,b'Baked goods'
51,b'Food'
52,b'Human head'
53,b'Fast food'
54,b'Snack'
55,b'Human arm'
56,b'Human body'
57,b'Clothing'
58,b'Dairy'
59,b'Cookie'
60,b'Vase'
61,b'Woman'
62,b'Tableware'
63,b'Plate'
64,b'Human hand'
65,b'Food'
66,b'Seafood'
67,b'Food'
68,b'Pizza'
69,b'Window'
70,b'Human face'
71,b'Human face'
72,b'Human hand'
73,b'Fast food'
74,b'Food'
75,b'Dessert'
76,b'Food'
77,b'Food'
78,b'Dessert'
79,b'Plate'
80,b'Snack'
81,b'Clothing'
82,b'Food'
83,b'Toy'
84,b'Snack'
85,b'Human arm'
86,b'Fast food'
87,b'Tableware'
88,b'Tableware'
89,b'Snack'
90,b'Platter'
91,b'Human hand'
92,b'Table'
93,b'Fast food'
94,b'Human hand'
95,b'Tableware'
96,b'Clothing'
97,b'Cosmetics'
98,b'Person'
99,b'Fast food'
