,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Dress'
4,b'Girl'
5,b'Human head'
6,b'Door'
7,b'Human eye'
8,b'Human nose'
9,b'Human hand'
10,b'Human eye'
11,b'Human hand'
12,b'Human hair'
13,b'Human hand'
14,b'Human mouth'
15,b'Person'
16,b'Human hand'
17,b'Human eye'
18,b'Dress'
19,b'Door'
20,b'Window'
21,b'Human arm'
22,b'Door'
23,b'House'
24,b'Door'
25,b'Human arm'
26,b'Human arm'
27,b'Poster'
28,b'Building'
29,b'Human arm'
30,b'Human body'
31,b'House'
32,b'Human arm'
33,b'Clothing'
34,b'Human hand'
35,b'Human hand'
36,b'Human leg'
37,b'Door'
38,b'Human arm'
39,b'Human leg'
40,b'Human hair'
41,b'Window'
42,b'Mammal'
43,b'Human hand'
44,b'Human arm'
45,b'Human arm'
46,b'Picture frame'
47,b'Building'
48,b'Mirror'
49,b'Human hair'
50,b'Human arm'
51,b'Human eye'
52,b'Human arm'
53,b'Window'
54,b'Window'
55,b'Doll'
56,b'Girl'
57,b'Fashion accessory'
58,b'Human mouth'
59,b'Human arm'
60,b'Door'
61,b'Clothing'
62,b'Human hand'
63,b'House'
64,b'Human arm'
65,b'Human hair'
66,b'Human arm'
67,b'Man'
68,b'Door'
69,b'Human hair'
70,b'Human nose'
71,b'Fashion accessory'
72,b'Woman'
73,b'Furniture'
74,b'Human mouth'
75,b'Human arm'
76,b'Office building'
77,b'Human eye'
78,b'Dress'
79,b'Whiteboard'
80,b'Furniture'
81,b'Human hair'
82,b'Human leg'
83,b'Clothing'
84,b'Clothing'
85,b'Poster'
86,b'Fashion accessory'
87,b'Window'
88,b'Plant'
89,b'Human leg'
90,b'Human eye'
91,b'Window'
92,b'Building'
93,b'Fashion accessory'
94,b'Window'
95,b'Picture frame'
96,b'Human arm'
97,b'Human hand'
98,b'Door'
99,b'Door'
