,a
0,0.90694165
1,0.79977596
2,0.4572554
3,0.44894317
4,0.4446741
5,0.4272251
6,0.42706984
7,0.38309145
8,0.30886778
9,0.23073351
10,0.19574133
11,0.16638346
12,0.16155514
13,0.1591442
14,0.11897703
15,0.11179793
16,0.109394714
17,0.108388856
18,0.105179064
19,0.10417263
20,0.10323104
21,0.09633251
22,0.08443839
23,0.08425326
24,0.07408117
25,0.07280892
26,0.069771826
27,0.06866399
28,0.06829463
29,0.064863816
30,0.059053104
31,0.05372325
32,0.050024256
33,0.04413752
34,0.042676233
35,0.04078711
36,0.04071278
37,0.04062425
38,0.040171035
39,0.039947506
40,0.039374154
41,0.039058127
42,0.036578
43,0.0361521
44,0.03418491
45,0.03127762
46,0.031147722
47,0.030617658
48,0.028935587
49,0.028452778
50,0.027470605
51,0.025182215
52,0.024309581
53,0.022219654
54,0.02221727
55,0.020821154
56,0.020809405
57,0.020220196
58,0.019960726
59,0.018803088
60,0.018572668
61,0.018163199
62,0.017905774
63,0.016546676
64,0.016331505
65,0.015919577
66,0.014953591
67,0.014364426
68,0.013902552
69,0.013901056
70,0.013854255
71,0.0138506405
72,0.013787784
73,0.0134892035
74,0.012876375
75,0.012573826
76,0.012120835
77,0.012063787
78,0.011941531
79,0.011863623
80,0.011733723
81,0.0115710385
82,0.011082409
83,0.0108384965
84,0.01081806
85,0.0106833
86,0.010379394
87,0.010306262
88,0.010246179
89,0.01023987
90,0.010228887
91,0.009916569
92,0.00988302
93,0.009440573
94,0.009218133
95,0.009204747
96,0.00914587
97,0.0091186715
98,0.008965311
99,0.008716938
