,a
0,0.6750531
1,0.6441447
2,0.5394728
3,0.52219635
4,0.46530408
5,0.4579261
6,0.4337619
7,0.42973974
8,0.30765355
9,0.25738502
10,0.19171907
11,0.18176828
12,0.16163816
13,0.15164375
14,0.14236839
15,0.13450758
16,0.11299689
17,0.10849854
18,0.10597914
19,0.104326464
20,0.090854995
21,0.0897668
22,0.08677342
23,0.08296198
24,0.074237935
25,0.07107877
26,0.06919531
27,0.06704407
28,0.06647965
29,0.061745457
30,0.060895767
31,0.059938665
32,0.055161078
33,0.049346
34,0.045671906
35,0.044662904
36,0.04200854
37,0.04110161
38,0.038629387
39,0.038419142
40,0.03773125
41,0.036656294
42,0.03608071
43,0.035754617
44,0.03332646
45,0.032942843
46,0.032549642
47,0.031892616
48,0.031480465
49,0.030910037
50,0.030609202
51,0.030487658
52,0.028110167
53,0.0275845
54,0.027229233
55,0.026867473
56,0.026742592
57,0.025483754
58,0.025265563
59,0.02483775
60,0.023343608
61,0.023189029
62,0.022772139
63,0.021562146
64,0.020035751
65,0.019503077
66,0.018338116
67,0.017100101
68,0.016650457
69,0.015779398
70,0.015474714
71,0.01496261
72,0.014645512
73,0.014461417
74,0.014456095
75,0.014118753
76,0.01397951
77,0.013772471
78,0.0126203885
79,0.012086349
80,0.0118961
81,0.011464358
82,0.011214618
83,0.010971864
84,0.010550267
85,0.010433515
86,0.009924627
87,0.009894136
88,0.009612036
89,0.009428629
90,0.00932497
91,0.009287467
92,0.0092697395
93,0.009143204
94,0.009014014
95,0.008836325
96,0.008482251
97,0.008301714
98,0.008298411
99,0.0082044015
