,a
0,b'Waffle'
1,b'Dog'
2,b'Waffle'
3,b'Carnivore'
4,b'Animal'
5,b'Marine mammal'
6,b'Mammal'
7,b'Dessert'
8,b'Snack'
9,b'Dog'
10,b'Honeycomb'
11,b'Food'
12,b'Polar bear'
13,b'Baked goods'
14,b'Dairy'
15,b'Mammal'
16,b'Toy'
17,b'Sea lion'
18,b'Animal'
19,b'Goldfish'
20,b'Tart'
21,b'Food'
22,b'Toy'
23,b'Strawberry'
24,b'Carnivore'
25,b'Food'
26,b'Waffle'
27,b'Hot dog'
28,b'Dessert'
29,b'Fast food'
30,b'Dairy'
31,b'Cake'
32,b'Human face'
33,b'Polar bear'
34,b'Cat'
35,b'Food'
36,b'Fish'
37,b'Otter'
38,b'Dairy'
39,b'Dessert'
40,b'Clothing'
41,b'Human face'
42,b'Tart'
43,b'Harbor seal'
44,b'Chicken'
45,b'Bear'
46,b'Person'
47,b'Beehive'
48,b'Baked goods'
49,b'Snack'
50,b'Snowman'
51,b'Goldfish'
52,b'Clothing'
53,b'Kitchen appliance'
54,b'Baked goods'
55,b'Human eye'
56,b'Human eye'
57,b'Duck'
58,b'Food'
59,b'Juice'
60,b'Honeycomb'
61,b'Bird'
62,b'Penguin'
63,b'Marine mammal'
64,b'Human hand'
65,b'Human hand'
66,b'Juice'
67,b'Strawberry'
68,b'Human nose'
69,b'Strawberry'
70,b'Snack'
71,b'Fruit'
72,b'Pig'
73,b'Bird'
74,b'Watermelon'
75,b'Person'
76,b'Snack'
77,b'Sports equipment'
78,b'Computer keyboard'
79,b'Dessert'
80,b'Cake'
81,b'Dessert'
82,b'Flower'
83,b'Furniture'
84,b'Dog bed'
85,b'Fruit'
86,b'Mammal'
87,b'Ant'
88,b'Toy'
89,b'Hippopotamus'
90,b'Tart'
91,b'Human eye'
92,b'Hot dog'
93,b'Teddy bear'
94,b'Dairy'
95,b'Fish'
96,b'Mobile phone'
97,b'Sandwich'
98,b'Cake'
99,b'Food'
