,a
0,0.75251716
1,0.29256406
2,0.2674142
3,0.25371662
4,0.17966731
5,0.11030941
6,0.088782236
7,0.076307364
8,0.059028674
9,0.053461846
10,0.0532467
11,0.049481306
12,0.045546893
13,0.044035953
14,0.03445771
15,0.031261217
16,0.029232755
17,0.025798833
18,0.025463382
19,0.025365943
20,0.023759248
21,0.0232298
22,0.022992246
23,0.022680536
24,0.019775156
25,0.01909935
26,0.018966831
27,0.018617377
28,0.018571308
29,0.018297063
30,0.018226832
31,0.017462427
32,0.01618568
33,0.014968291
34,0.014866522
35,0.014667705
36,0.014165184
37,0.014004215
38,0.013226423
39,0.012623654
40,0.0125804255
41,0.012470941
42,0.012426555
43,0.0123447655
44,0.0123311505
45,0.011894184
46,0.011764456
47,0.011633377
48,0.011618303
49,0.011492572
50,0.011408214
51,0.010865116
52,0.010509455
53,0.010213607
54,0.01008622
55,0.009752348
56,0.009639722
57,0.009541377
58,0.008821903
59,0.008758088
60,0.008604298
61,0.008448369
62,0.008441098
63,0.008282079
64,0.008194839
65,0.007959703
66,0.007412107
67,0.007354816
68,0.0072811935
69,0.00712956
70,0.0070066596
71,0.006765206
72,0.0067330846
73,0.006597121
74,0.006542995
75,0.0063622356
76,0.006002625
77,0.005835579
78,0.0058128173
79,0.005534223
80,0.0055322647
81,0.0054255114
82,0.005404783
83,0.0053413236
84,0.0051829675
85,0.0050630737
86,0.0050564245
87,0.005026458
88,0.0049684034
89,0.004937143
90,0.0049358043
91,0.004922307
92,0.004892547
93,0.004735787
94,0.00467846
95,0.0044436986
96,0.0044107507
97,0.004387762
98,0.0043406864
99,0.0042923405
