,a
0,0.74517596
1,0.62321717
2,0.57545453
3,0.5742213
4,0.41899815
5,0.38708448
6,0.32639766
7,0.2691949
8,0.2669672
9,0.26692414
10,0.25672406
11,0.22784379
12,0.22741944
13,0.19793163
14,0.19689983
15,0.16835056
16,0.16133144
17,0.15830283
18,0.14004934
19,0.11301724
20,0.099847645
21,0.09667041
22,0.085042
23,0.078562155
24,0.07455438
25,0.07221504
26,0.06812844
27,0.067257315
28,0.06655581
29,0.06585435
30,0.06568554
31,0.06270678
32,0.06184814
33,0.05878261
34,0.05355475
35,0.052573428
36,0.051122863
37,0.0510583
38,0.04833508
39,0.04325611
40,0.042054
41,0.03846074
42,0.037464198
43,0.030885793
44,0.02828198
45,0.025760781
46,0.024579339
47,0.02432419
48,0.022214951
49,0.022101514
50,0.021924188
51,0.021542165
52,0.020977288
53,0.020254824
54,0.020078493
55,0.018975379
56,0.018400477
57,0.018001353
58,0.017958887
59,0.017456036
60,0.016511483
61,0.015719963
62,0.015403704
63,0.015389187
64,0.014779224
65,0.0146331405
66,0.014295187
67,0.013971002
68,0.013791885
69,0.01358737
70,0.01232904
71,0.011266922
72,0.010731722
73,0.010542971
74,0.01007868
75,0.009307728
76,0.009292016
77,0.009139582
78,0.008989713
79,0.008757076
80,0.008670547
81,0.008614876
82,0.008446954
83,0.008404354
84,0.008248052
85,0.008164915
86,0.0081436625
87,0.007785587
88,0.0075746705
89,0.0074288677
90,0.007379854
91,0.0073569748
92,0.0073170294
93,0.007274465
94,0.0071065114
95,0.0070471675
96,0.0068364996
97,0.0067397635
98,0.0066644032
99,0.006641832
