,a
0,b'Person'
1,b'Tree'
2,b'Tree'
3,b'Tree'
4,b'Clothing'
5,b'Tree'
6,b'Tree'
7,b'Human arm'
8,b'Tree'
9,b'Tree'
10,b'Human hand'
11,b'Tree'
12,b'Tree'
13,b'Human arm'
14,b'Tree'
15,b'Tree'
16,b'Tree'
17,b'Man'
18,b'Person'
19,b'Tree'
20,b'Tree'
21,b'Person'
22,b'Clothing'
23,b'Mammal'
24,b'Tree'
25,b'Tree'
26,b'Tree'
27,b'Clothing'
28,b'Human arm'
29,b'Clothing'
30,b'Tree'
31,b'Person'
32,b'Plant'
33,b'Tree'
34,b'Person'
35,b'Human arm'
36,b'Tree'
37,b'Tree'
38,b'Human hand'
39,b'Person'
40,b'Human arm'
41,b'Clothing'
42,b'Tree'
43,b'Person'
44,b'Clothing'
45,b'Human arm'
46,b'Clothing'
47,b'Tree'
48,b'Human body'
49,b'Human arm'
50,b'Man'
51,b'Window'
52,b'Clothing'
53,b'Glove'
54,b'Person'
55,b'Human arm'
56,b'Clothing'
57,b'Tree'
58,b'Tree'
59,b'Clothing'
60,b'Mammal'
61,b'Tree'
62,b'Human leg'
63,b'Mammal'
64,b'Vehicle'
65,b'Human hand'
66,b'Vehicle'
67,b'Tree'
68,b'Human hand'
69,b'Plant'
70,b'Person'
71,b'Human arm'
72,b'Human hand'
73,b'Man'
74,b'Man'
75,b'Person'
76,b'Man'
77,b'Man'
78,b'Human leg'
79,b'Footwear'
80,b'Human leg'
81,b'Person'
82,b'Footwear'
83,b'Human leg'
84,b'Mammal'
85,b'Human leg'
86,b'Clothing'
87,b'Man'
88,b'Human hand'
89,b'Mammal'
90,b'Clothing'
91,b'Sports equipment'
92,b'Window'
93,b'Mammal'
94,b'Person'
95,b'Tree'
96,b'Person'
97,b'Sculpture'
98,b'Tree'
99,b'Mammal'
