,a
0,0.9520294
1,0.42634568
2,0.3903566
3,0.24652831
4,0.14855035
5,0.10302601
6,0.0797858
7,0.07920733
8,0.054329563
9,0.05398429
10,0.04975562
11,0.03942877
12,0.03482828
13,0.03431947
14,0.033543333
15,0.029176954
16,0.027047323
17,0.022383006
18,0.021330094
19,0.019928474
20,0.018600984
21,0.018347656
22,0.018177839
23,0.013379504
24,0.013161131
25,0.012610548
26,0.012428639
27,0.012092056
28,0.011020145
29,0.01057822
30,0.01004767
31,0.009885891
32,0.009876102
33,0.0095651485
34,0.00944233
35,0.009352655
36,0.008151895
37,0.008033248
38,0.007964117
39,0.0076317056
40,0.0074633243
41,0.0072600017
42,0.0072342227
43,0.0070527527
44,0.0061323894
45,0.0060103987
46,0.005900696
47,0.005714755
48,0.0056493827
49,0.005628022
50,0.005527852
51,0.005365999
52,0.0049345135
53,0.0047953133
54,0.0043071047
55,0.00423229
56,0.0041947863
57,0.004112569
58,0.003955318
59,0.0035551016
60,0.0034655032
61,0.0032047154
62,0.0029763025
63,0.0028998952
64,0.0028568734
65,0.0028568378
66,0.0028461316
67,0.0028042735
68,0.0027975189
69,0.0026976247
70,0.002660547
71,0.0026462642
72,0.002617615
73,0.0026140572
74,0.0026066564
75,0.0025524837
76,0.0024493828
77,0.0024156154
78,0.002406947
79,0.0022641367
80,0.002195487
81,0.0021910402
82,0.0021650123
83,0.0021547303
84,0.0021390528
85,0.0021293508
86,0.0021129616
87,0.0021069217
88,0.002044133
89,0.0020061766
90,0.0019982115
91,0.0019897753
92,0.0019055821
93,0.0018783608
94,0.001842895
95,0.0018161417
96,0.0017615958
97,0.0017603531
98,0.0017379558
99,0.0017029041
