,a
0,b'Dog'
1,b'Food'
2,b'Person'
3,b'Human face'
4,b'Wok'
5,b'Food'
6,b'Snack'
7,b'Human nose'
8,b'Kitchen appliance'
9,b'Man'
10,b'Food'
11,b'Food'
12,b'Fast food'
13,b'Human hand'
14,b'Human nose'
15,b'Tableware'
16,b'Human face'
17,b'Clothing'
18,b'Clothing'
19,b'Person'
20,b'Human head'
21,b'Kitchen appliance'
22,b'Furniture'
23,b'Kitchen appliance'
24,b'Slow cooker'
25,b'Bowl'
26,b'Snack'
27,b'Tableware'
28,b'Snack'
29,b'Chair'
30,b'Slow cooker'
31,b'Kitchen appliance'
32,b'Fast food'
33,b'Human nose'
34,b'Person'
35,b'Food'
36,b'Furniture'
37,b'Home appliance'
38,b'Mammal'
39,b'Mammal'
40,b'Carnivore'
41,b'Dog'
42,b'Human hand'
43,b'Food'
44,b'Snack'
45,b'Food'
46,b'Medical equipment'
47,b'Snack'
48,b'Frying pan'
49,b'Food'
50,b'Fast food'
51,b'Human nose'
52,b'Slow cooker'
53,b'Furniture'
54,b'Person'
55,b'Plate'
56,b'Tableware'
57,b'Kitchen utensil'
58,b'Fast food'
59,b'Human arm'
60,b'Platter'
61,b'Human nose'
62,b'Clothing'
63,b'Sink'
64,b'Woman'
65,b'Human face'
66,b'Human ear'
67,b'Food'
68,b'Auto part'
69,b'Clothing'
70,b'Human hand'
71,b'Girl'
72,b'Human arm'
73,b'Bathroom accessory'
74,b'Human leg'
75,b'Man'
76,b'Boy'
77,b'Human arm'
78,b'Human body'
79,b'Clothing'
80,b'Furniture'
81,b'Toy'
82,b'Mammal'
83,b'Kitchen utensil'
84,b'House'
85,b'Medical equipment'
86,b'Dog bed'
87,b'Human hand'
88,b'Person'
89,b'Wok'
90,b'Human mouth'
91,b'Human nose'
92,b'Wheel'
93,b'Toy'
94,b'Adhesive tape'
95,b'Table'
96,b'Clothing'
97,b'Furniture'
98,b'Human leg'
99,b'Furniture'
