,a
0,0.93915063
1,0.873897
2,0.5675923
3,0.45392537
4,0.43319204
5,0.25398687
6,0.21840475
7,0.12426657
8,0.12208793
9,0.11457849
10,0.096393935
11,0.08236559
12,0.08020823
13,0.079264775
14,0.075947955
15,0.07272721
16,0.06538871
17,0.058196176
18,0.054334633
19,0.052922532
20,0.05205394
21,0.04938608
22,0.048421513
23,0.033211738
24,0.028832227
25,0.02757394
26,0.027421046
27,0.023582293
28,0.021462845
29,0.020766204
30,0.019609574
31,0.017417483
32,0.017118396
33,0.015986536
34,0.013798013
35,0.013773739
36,0.012508784
37,0.0116328
38,0.011350765
39,0.011095795
40,0.010806362
41,0.010426691
42,0.009307843
43,0.009179903
44,0.00870465
45,0.008542836
46,0.008538521
47,0.008439784
48,0.008265826
49,0.007931166
50,0.007813516
51,0.0077112615
52,0.007103796
53,0.0070986277
54,0.0070694904
55,0.0070356936
56,0.006951083
57,0.006904758
58,0.0068968683
59,0.006316786
60,0.0061690235
61,0.005976627
62,0.0059730317
63,0.00594447
64,0.005687706
65,0.005533308
66,0.0054589375
67,0.0054429444
68,0.005275922
69,0.0051158606
70,0.0050563263
71,0.0047783554
72,0.004740642
73,0.0046147564
74,0.004548815
75,0.0044484097
76,0.0041715926
77,0.003836285
78,0.0037544845
79,0.0037072164
80,0.0036843144
81,0.0034730595
82,0.0034255553
83,0.003404636
84,0.0032343715
85,0.0032236385
86,0.0031574685
87,0.003059931
88,0.0030418658
89,0.0030352788
90,0.00292361
91,0.0029069285
92,0.0029011774
93,0.0028651601
94,0.0027607116
95,0.0027488533
96,0.0027275572
97,0.0026892247
98,0.0026417542
99,0.002619246
