,a
0,0.8307142
1,0.71051115
2,0.69642836
3,0.6669286
4,0.44083795
5,0.43551934
6,0.38850883
7,0.24256402
8,0.22830926
9,0.2231315
10,0.2121329
11,0.12063454
12,0.10210682
13,0.09302011
14,0.08275332
15,0.08062973
16,0.07652926
17,0.07394289
18,0.073585205
19,0.071696624
20,0.06937008
21,0.06585039
22,0.05088377
23,0.04921715
24,0.04917653
25,0.048240263
26,0.04728284
27,0.041154288
28,0.038529508
29,0.03381156
30,0.032205164
31,0.031799577
32,0.02845492
33,0.02773271
34,0.02483719
35,0.024308726
36,0.023053655
37,0.022065343
38,0.019611724
39,0.019049954
40,0.018692346
41,0.01803942
42,0.017167022
43,0.016380418
44,0.016350165
45,0.016349783
46,0.016140563
47,0.015405622
48,0.015397879
49,0.014403922
50,0.013622441
51,0.013598525
52,0.0129689835
53,0.011854727
54,0.011507168
55,0.0109598255
56,0.010446931
57,0.010300382
58,0.010248209
59,0.010191186
60,0.009651197
61,0.008148317
62,0.007971014
63,0.007472651
64,0.0070063523
65,0.00678862
66,0.006721761
67,0.0062259287
68,0.0050283875
69,0.005013246
70,0.0048689907
71,0.0047675422
72,0.0046771783
73,0.004457205
74,0.0040132585
75,0.003618937
76,0.0035904597
77,0.0035761879
78,0.0035132354
79,0.0034562545
80,0.003348183
81,0.0033463086
82,0.0033367171
83,0.0032724438
84,0.0032409474
85,0.0030498398
86,0.002923354
87,0.002895927
88,0.0028275994
89,0.0027378423
90,0.0024994866
91,0.0024877426
92,0.0024548194
93,0.0022411428
94,0.0022329104
95,0.0022089654
96,0.0022039644
97,0.0022039223
98,0.002141327
99,0.002140335
