,a,b,c,d
0,0.008494161,0.15115139,0.67307866,0.5083292
1,0.73807335,0.6550162,0.9008904,0.8800343
2,0.68274015,0.0066854474,0.9949447,0.6095822
3,0.70261896,0.065617405,0.97418624,0.5392435
4,0.69180435,0.6242912,0.98602015,0.90617394
5,0.81425494,0.6832184,0.8881189,0.8645472
6,0.7329119,0.65595365,0.9020454,0.8783264
7,0.8302667,0.32770115,0.9471334,0.40912607
8,0.6283754,0.62808216,0.9823034,0.8849252
9,0.67654485,0.0,1.0,0.61292607
10,0.7864118,0.6645073,0.8824514,0.83472633
11,0.76573354,0.6661251,0.87773633,0.7751658
12,0.73722875,0.6478487,0.89715904,0.883733
13,0.6818159,0.0854262,1.0,0.57271236
14,0.80553424,0.3401093,0.9281897,0.40407008
15,0.56771183,0.627788,0.7058423,0.860968
16,0.720997,0.18508756,0.96612805,0.4807244
17,0.68722624,0.0115151405,0.9847443,0.5702961
18,0.0004229991,0.71431196,0.13706054,0.82444626
19,0.46837923,0.04283735,0.9870487,0.6173581
20,0.6948829,0.02883482,1.0,0.58933973
21,0.54272074,0.588107,0.98284936,0.9381175
22,0.0,0.025258407,0.7604374,0.83994055
23,0.72427994,0.6372649,0.92211306,0.8751509
24,0.6620739,0.62913984,0.974345,0.94037336
25,0.7176794,0.62928253,0.94401276,0.8909431
26,0.7646589,0.6690865,0.8803741,0.7848551
27,0.69191366,0.6325422,0.91394573,0.88326347
28,0.80666417,0.6843682,0.8837676,0.857074
29,0.0,0.71282715,0.1397034,0.8285423
30,0.53722364,0.6244597,1.0,0.8759793
31,0.55442494,0.6173736,0.71025914,0.84475315
32,0.7664454,0.67069733,0.8765965,0.776851
33,0.779984,0.2933491,0.9050347,0.3505063
34,0.2065231,0.039712086,0.9282714,0.6318605
35,0.77525705,0.7456012,0.86413515,0.8475221
36,0.0,0.715342,0.14214504,0.8261475
37,0.47688377,0.5954863,1.0,0.94831204
38,0.67630345,0.0,0.976274,0.6456066
39,0.030922012,0.14752561,0.6302283,0.5514427
40,0.0,0.1536591,0.66980237,0.5599417
41,0.028254421,0.1295765,0.855566,0.6483509
42,0.5939416,0.22687942,0.6829784,0.2901873
43,0.7938549,0.7161616,0.88375336,0.8526002
44,0.715339,0.6248007,0.946851,0.92066616
45,0.773531,0.667652,0.85155714,0.7481778
46,0.5813501,0.02917015,1.0,0.67217827
47,0.7612278,0.67035,0.8733431,0.8517764
48,0.6976255,0.6420487,0.95915735,0.92845756
49,0.6812393,0.63135105,0.93766403,0.8844741
50,0.8126713,0.6873245,0.88119245,0.86397904
51,0.7727153,0.3341134,0.87594324,0.42682692
52,0.6104616,0.47633803,0.9685655,0.921732
53,0.118398316,0.34073082,0.97106296,0.9368175
54,0.0,0.10652519,0.8405959,0.59876084
55,0.5685855,0.6344182,0.706475,0.8484961
56,0.6144801,0.6253044,0.96737796,0.8932527
57,0.69748896,0.5992259,0.93088007,0.91174084
58,0.7854346,0.6690284,0.87445366,0.8320901
59,0.6298425,0.031785905,1.0,0.6146788
60,0.57075006,0.6188755,0.7002233,0.85401034
61,0.7406035,0.31164044,0.83923304,0.43467644
62,0.5731894,0.006459045,0.99757355,0.6643024
63,0.54807884,0.6208956,0.70521355,0.8644634
64,0.6729886,0.014628925,1.0,0.60596555
65,0.7896826,0.2306482,0.99404687,0.5367528
66,0.7460071,0.32102337,0.84723806,0.43002102
67,0.7624997,0.6608253,0.84702283,0.8241911
68,0.55083996,0.6142267,0.7030167,0.8573193
69,0.020273514,0.094931565,0.7840913,0.60058063
70,0.7081775,0.19158126,0.97520185,0.4616863
71,0.67467326,0.0073950957,0.9929766,0.66470313
72,0.59442115,0.0,0.99189925,0.41469717
73,0.56084883,0.6134288,0.6972591,0.86756927
74,0.6892461,0.0049316594,0.9961824,0.51014477
75,0.46444613,0.022123469,1.0,0.63016295
76,0.6723249,0.0080371285,0.9966301,0.5893877
77,0.36447793,0.07923777,1.0,0.5969686
78,0.67766154,0.0,0.9927736,0.65375686
79,0.24541357,0.025680695,0.93093973,0.60319054
80,0.2270913,0.0,0.95815504,0.7063003
81,0.039053828,0.11347052,0.78640616,0.5975854
82,0.25436166,0.05722185,0.95872915,0.5864887
83,0.5820568,0.60722584,0.95455456,0.8825974
84,0.0,0.0,0.8884478,0.98778
85,0.4448237,0.06375343,1.0,0.85928166
86,0.054981895,0.0,0.9528291,0.680045
87,0.5681719,0.36764956,0.6305087,0.4267815
88,0.68861485,0.6371084,0.9588439,0.92190623
89,0.5402361,0.61169803,1.0,0.92319906
90,0.854455,0.3359368,0.9647022,0.3918009
91,0.7770113,0.32788125,0.88882875,0.38938093
92,0.5470006,0.6094101,0.6893161,0.8749649
93,0.018090364,0.1473998,0.6052123,0.53634685
94,0.5592792,0.611828,0.7155927,0.8555399
95,0.13823962,0.32406065,0.95600885,1.0
96,0.4319465,0.010719604,1.0,0.84338313
97,0.0,0.13405426,0.73201954,0.6272548
98,0.6877162,0.15632547,0.9930326,0.59327734
99,0.54383874,0.025775185,0.9841546,0.84273237
