,a
0,b'Person'
1,b'Clothing'
2,b'Television'
3,b'Man'
4,b'Footwear'
5,b'Window'
6,b'Human face'
7,b'Window'
8,b'Footwear'
9,b'Footwear'
10,b'Vehicle'
11,b'Land vehicle'
12,b'Footwear'
13,b'Clothing'
14,b'Window'
15,b'Person'
16,b'Person'
17,b'Human head'
18,b'Human face'
19,b'Human face'
20,b'Human hand'
21,b'Footwear'
22,b'Human body'
23,b'Footwear'
24,b'Human arm'
25,b'Auto part'
26,b'Person'
27,b'Footwear'
28,b'Window'
29,b'Clothing'
30,b'Clothing'
31,b'Person'
32,b'Human head'
33,b'Footwear'
34,b'Human face'
35,b'Person'
36,b'Human hand'
37,b'Footwear'
38,b'Footwear'
39,b'Human leg'
40,b'Person'
41,b'Human arm'
42,b'Clothing'
43,b'Human leg'
44,b'Human hair'
45,b'Person'
46,b'Wheel'
47,b'Person'
48,b'Woman'
49,b'Furniture'
50,b'Computer monitor'
51,b'Person'
52,b'Man'
53,b'Auto part'
54,b'Human arm'
55,b'Human face'
56,b'Car'
57,b'Man'
58,b'Clothing'
59,b'Footwear'
60,b'Window'
61,b'Camera'
62,b'Man'
63,b'Man'
64,b'Aircraft'
65,b'Clothing'
66,b'Man'
67,b'Mammal'
68,b'Person'
69,b'Clothing'
70,b'Clothing'
71,b'Footwear'
72,b'Man'
73,b'Person'
74,b'Human body'
75,b'Mammal'
76,b'Jeans'
77,b'Television'
78,b'Clothing'
79,b'Mobile phone'
80,b'Man'
81,b'Human leg'
82,b'Furniture'
83,b'Furniture'
84,b'Human arm'
85,b'Person'
86,b'Window'
87,b'Person'
88,b'Person'
89,b'Tablet computer'
90,b'Human hair'
91,b'Human arm'
92,b'Clothing'
93,b'Human leg'
94,b'Clothing'
95,b'Human body'
96,b'Land vehicle'
97,b'Man'
98,b'Man'
99,b'Clothing'
