,a
0,0.9907007
1,0.7769526
2,0.5051409
3,0.26500297
4,0.17661421
5,0.16933843
6,0.16245735
7,0.15804459
8,0.12427722
9,0.093108006
10,0.08646634
11,0.084397145
12,0.07009859
13,0.06959717
14,0.061970145
15,0.056731414
16,0.044017494
17,0.03481714
18,0.028241778
19,0.024644518
20,0.024443734
21,0.020451233
22,0.015900727
23,0.015606205
24,0.015105325
25,0.013401821
26,0.013272922
27,0.0130991945
28,0.0129126655
29,0.010430672
30,0.010328109
31,0.009650961
32,0.009633699
33,0.009153131
34,0.0090973
35,0.008046717
36,0.007441752
37,0.0072481357
38,0.00531261
39,0.0051999297
40,0.005065031
41,0.004889445
42,0.0046374863
43,0.0045358418
44,0.0044852947
45,0.0043568052
46,0.0043554483
47,0.00415824
48,0.0041528572
49,0.003939408
50,0.0038967177
51,0.0038635535
52,0.0037668631
53,0.0037126679
54,0.0036666926
55,0.0035718824
56,0.0034927889
57,0.0033232002
58,0.0031256012
59,0.0031057752
60,0.003046466
61,0.0029895345
62,0.002932348
63,0.0028962607
64,0.0027423957
65,0.0027121329
66,0.0025881056
67,0.0023747222
68,0.0022557697
69,0.00225194
70,0.0021762275
71,0.0021559445
72,0.0020985976
73,0.002068692
74,0.0020588462
75,0.0020356134
76,0.0020190284
77,0.0020043603
78,0.0019271465
79,0.0018531793
80,0.0017421686
81,0.0017390996
82,0.001720589
83,0.0017072319
84,0.001691618
85,0.0016908202
86,0.0016580493
87,0.0016468823
88,0.0016453383
89,0.0016399765
90,0.001579702
91,0.0015571652
92,0.0015053449
93,0.0015000672
94,0.0014593903
95,0.0014500999
96,0.0014406949
97,0.0014137208
98,0.0014131637
99,0.0013946512
