,a,b,c,d
0,0.19882989,0.3543605,0.83211374,0.67951447
1,0.11841299,0.2782827,0.9819502,0.98705906
2,0.7468328,0.39494342,0.99993134,0.9879234
3,0.3941689,0.67567384,0.5702113,0.75742626
4,0.42733482,0.3442215,0.58485657,0.44295982
5,0.7359124,0.0050718305,1.0,0.37767687
6,0.5969695,0.38785362,0.7196241,0.5063309
7,0.36215454,0.42551443,0.4520399,0.52039266
8,0.701096,0.0039829253,0.9860071,0.39079264
9,0.09728129,0.24719273,0.9254404,0.98793715
10,0.102320105,0.28991187,0.97719586,1.0
11,0.107137986,0.35540038,0.803179,0.8070717
12,0.117353395,0.4143689,0.8275011,0.952789
13,0.5311722,0.6842467,0.5874573,0.71678597
14,0.12360629,0.3782318,0.6245166,0.8333708
15,0.10578639,0.30460605,1.0,0.9283183
16,0.5247314,0.67800176,0.59479874,0.71040106
17,0.6122146,0.2504154,0.72935563,0.2775638
18,0.39583084,0.36526054,0.46845403,0.39096022
19,0.6183488,0.33210963,1.0,0.9890208
20,0.62796813,0.25002745,0.7144392,0.27642187
21,0.7032923,0.0,0.9940106,0.39906973
22,0.6982168,0.0,0.97885245,0.5128128
23,0.10324105,0.29578772,0.94230825,0.85693294
24,0.09903824,0.316183,0.99887776,0.9346713
25,0.62359226,0.3969456,0.74166274,0.50035584
26,0.13359675,0.15916248,0.97369367,0.74316436
27,0.27049878,0.6655344,0.8450748,0.9739692
28,0.10038712,0.27662575,0.97974694,1.0
29,0.46743175,0.6713179,0.5895507,0.7302426
30,0.8768159,0.42483294,0.994403,0.8843377
31,0.4562621,0.34069034,0.5848439,0.4001896
32,0.6287541,0.42277077,0.72439986,0.4961656
33,0.66402394,0.40625322,0.7391348,0.4492618
34,0.5982219,0.39471632,0.71760446,0.503649
35,0.42009884,0.67426586,0.587898,0.7490956
36,0.4660171,0.3558097,1.0,0.99554986
37,0.7800903,0.0,0.9947839,0.36077544
38,0.5015221,0.6740707,0.5968963,0.71929973
39,0.25673416,0.015858024,0.56749445,0.16024071
40,0.09575969,0.115229316,0.9654947,0.6716653
41,0.08443558,0.2849258,1.0,1.0
42,0.5796043,0.011808014,0.9733665,0.4392998
43,0.43752915,0.67107594,0.5783033,0.7313328
44,0.06433172,0.0075375554,0.92794657,0.36948586
45,0.23863076,0.008225012,0.5784902,0.315716
46,0.4097402,0.395383,0.9825652,0.99751186
47,0.75485915,0.3788005,0.99400383,1.0
48,0.5605156,0.00018604279,0.96962833,0.43631145
49,0.38007626,0.67314696,0.6122231,0.76770353
50,0.528916,0.67590755,0.59599334,0.6985504
51,0.3921115,0.36019436,0.49495485,0.39395136
52,0.70380586,0.37519965,1.0,0.99573505
53,0.6731466,0.8910137,0.79884195,0.96439415
54,0.2151237,0.34643942,0.5827879,0.7574178
55,0.14383219,0.4673507,0.8847273,0.94829977
56,0.27796668,0.018718982,0.56587696,0.14965391
57,0.653133,0.401398,0.7114999,0.43589613
58,0.112660274,0.33002326,0.850932,0.7837818
59,0.6034611,0.38220644,0.67319244,0.49663845
60,0.64309376,0.011915321,0.9973841,0.74405944
61,0.20521897,0.33113113,0.8242338,0.6752871
62,0.41194826,0.3483803,0.5629006,0.41610676
63,0.6182059,0.017930413,1.0,0.78343886
64,0.3950569,0.35729796,0.48452806,0.3944145
65,0.7526873,0.4133476,0.99845797,1.0
66,0.47221732,0.3778839,0.85294026,0.70654744
67,0.094440006,0.55546474,0.73875266,0.85304487
68,0.6510661,0.40441492,0.73917836,0.46617502
69,0.32132474,0.28212065,0.99843913,0.8144573
70,0.3759912,0.33978012,0.63394266,0.449886
71,0.39584297,0.3671636,0.46539944,0.3915554
72,0.60428303,0.19517015,0.7166019,0.21526632
73,0.3972078,0.32490674,0.86490524,0.6844914
74,0.7764285,0.0,0.98566234,0.26095656
75,0.111496866,0.012786388,0.89569193,0.48401037
76,0.0,0.049986113,0.9109821,0.74662083
77,0.5827773,0.19327575,0.73872095,0.21755566
78,0.0880541,0.11148535,0.97215396,0.6889153
79,0.32804602,0.4070617,0.47324666,0.5475499
80,0.5181358,0.689464,0.57689893,0.72527814
81,0.6497059,0.3967272,0.71159256,0.42521536
82,0.60190815,0.39171484,0.6751624,0.50928617
83,0.11174805,0.073086105,0.9110843,0.48272002
84,0.03198395,0.1383128,0.90308625,0.98501277
85,0.6011154,0.1954213,0.6783339,0.21386173
86,0.47536683,0.4177796,0.9846981,0.9740748
87,0.6808723,0.40364707,1.0,0.9593427
88,0.1556951,0.3124738,0.6675572,0.80537444
89,0.7865548,0.0072995755,1.0,0.36236018
90,0.116846494,0.3329449,0.8364202,0.7897871
91,0.6165986,0.25051787,0.6780648,0.27395236
92,0.7269936,0.0,0.9986638,0.39868316
93,0.47961092,0.4084526,0.98853976,0.95925385
94,0.5296072,0.024577484,0.96551555,0.99459004
95,0.4584536,0.41289443,0.98146814,0.96413773
96,0.5946922,0.18890607,0.7183713,0.220413
97,0.7450104,0.0015599059,1.0,0.3916486
98,0.10494365,0.12953424,0.969752,0.7625889
99,0.74878526,0.43547255,0.99701583,0.9429646
