,a
0,b'Person'
1,b'Person'
2,b'Clothing'
3,b'Man'
4,b'Clothing'
5,b'Person'
6,b'Person'
7,b'Footwear'
8,b'Person'
9,b'Vehicle'
10,b'Clothing'
11,b'Person'
12,b'Clothing'
13,b'Clothing'
14,b'Man'
15,b'Tree'
16,b'Footwear'
17,b'Land vehicle'
18,b'Man'
19,b'Clothing'
20,b'Clothing'
21,b'Land vehicle'
22,b'Tree'
23,b'Clothing'
24,b'Man'
25,b'Footwear'
26,b'Man'
27,b'Footwear'
28,b'Footwear'
29,b'Footwear'
30,b'Car'
31,b'Clothing'
32,b'Footwear'
33,b'Person'
34,b'Man'
35,b'Human leg'
36,b'Car'
37,b'Woman'
38,b'Woman'
39,b'Clothing'
40,b'Person'
41,b'Human body'
42,b'Person'
43,b'Footwear'
44,b'Clothing'
45,b'Tree'
46,b'Mammal'
47,b'Vehicle'
48,b'Clothing'
49,b'Footwear'
50,b'Mammal'
51,b'Person'
52,b'Clothing'
53,b'Mammal'
54,b'Boat'
55,b'Tree'
56,b'Plant'
57,b'Mammal'
58,b'Footwear'
59,b'Footwear'
60,b'Human leg'
61,b'Tree'
62,b'Bird'
63,b'Clothing'
64,b'Person'
65,b'Person'
66,b'Footwear'
67,b'Clothing'
68,b'Human body'
69,b'Mammal'
70,b'Footwear'
71,b'Footwear'
72,b'Human leg'
73,b'Man'
74,b'Tree'
75,b'Human body'
76,b'Person'
77,b'Footwear'
78,b'Tree'
79,b'Footwear'
80,b'Footwear'
81,b'Human head'
82,b'Watercraft'
83,b'Mammal'
84,b'Clothing'
85,b'Tree'
86,b'Airplane'
87,b'Clothing'
88,b'Train'
89,b'Tree'
90,b'Dog'
91,b'Human leg'
92,b'Man'
93,b'Clothing'
94,b'Woman'
95,b'Person'
96,b'Clothing'
97,b'Trousers'
98,b'Human leg'
99,b'Man'
