,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Car'
4,b'Human ear'
5,b'Person'
6,b'Tree'
7,b'Vehicle'
8,b'Human nose'
9,b'Land vehicle'
10,b'Human eye'
11,b'Human eye'
12,b'Man'
13,b'Human head'
14,b'Girl'
15,b'Human hair'
16,b'Clothing'
17,b'Human mouth'
18,b'Human hair'
19,b'Clothing'
20,b'Woman'
21,b'Window'
22,b'Girl'
23,b'Vehicle'
24,b'Car'
25,b'Clothing'
26,b'Land vehicle'
27,b'Furniture'
28,b'Tree'
29,b'Auto part'
30,b'Human hair'
31,b'Clothing'
32,b'Fashion accessory'
33,b'Lipstick'
34,b'Clothing'
35,b'Person'
36,b'Chair'
37,b'Shirt'
38,b'Clothing'
39,b'Airplane'
40,b'Fashion accessory'
41,b'Clothing'
42,b'Human body'
43,b'Land vehicle'
44,b'Land vehicle'
45,b'Vehicle'
46,b'Human body'
47,b'Mammal'
48,b'Suit'
49,b'Person'
50,b'Woman'
51,b'Man'
52,b'Human arm'
53,b'Clothing'
54,b'Human ear'
55,b'Jacket'
56,b'Window'
57,b'Boy'
58,b'Watercraft'
59,b'Car'
60,b'Earrings'
61,b'Man'
62,b'Clothing'
63,b'Clothing'
64,b'Auto part'
65,b'Plant'
66,b'Window'
67,b'Wheel'
68,b'Vehicle'
69,b'Window'
70,b'Car'
71,b'Land vehicle'
72,b'Boat'
73,b'Luggage and bags'
74,b'Car'
75,b'Human hair'
76,b'Land vehicle'
77,b'Fashion accessory'
78,b'Auto part'
79,b'Human hand'
80,b'Human hair'
81,b'Fashion accessory'
82,b'Woman'
83,b'Window'
84,b'Window'
85,b'Mirror'
86,b'Fashion accessory'
87,b'Human ear'
88,b'Clothing'
89,b'Human head'
90,b'Dress'
91,b'Vehicle'
92,b'Fashion accessory'
93,b'Shirt'
94,b'Auto part'
95,b'Car'
96,b'Fashion accessory'
97,b'Human beard'
98,b'Window'
99,b'Car'
