,a,b,c,d
0,0.6803207,0.014990196,0.99882203,0.7440567
1,0.07646805,0.0,0.9790613,0.959983
2,0.05279859,0.11165672,0.86979467,0.8543632
3,0.0,0.8972612,0.5361421,1.0
4,0.0,0.35627863,1.0,0.9749751
5,0.0,0.7610605,1.0,1.0
6,0.041505486,0.101545945,1.0,0.9631237
7,0.40267268,0.7951363,1.0,1.0
8,0.52941406,0.0,1.0,0.9897375
9,0.0266893,0.059441756,0.91897565,0.77864826
10,0.7519022,0.0132553475,0.9974313,0.5443389
11,0.00023244222,0.0,0.9874694,0.9950923
12,0.47046122,0.0,0.98369724,0.8768237
13,0.0369605,0.060991667,0.5558739,0.964409
14,0.036581524,0.579103,0.99898976,1.0
15,0.010728302,0.85525864,0.93470746,0.99439895
16,0.70262617,0.014971943,0.99999064,0.58307976
17,0.44153103,0.46339667,1.0,0.9999631
18,0.015930787,0.07455562,0.91273564,0.9773387
19,0.020214997,0.01941162,0.71653,0.8966403
20,0.0,0.76610273,1.0,1.0
21,0.020982819,0.054427832,1.0,0.9224603
22,0.8011874,0.37543073,0.9992085,0.9406311
23,0.37678584,0.26942793,0.91100794,0.77149457
24,0.7344559,0.18301204,1.0,0.94190705
25,0.27060094,0.63862854,1.0,1.0
26,0.29284802,0.003245201,0.9902218,0.81322646
27,0.67179173,0.0,0.98897034,0.66593474
28,0.2326959,0.24233927,0.9362193,0.80685216
29,0.84499204,0.5799023,0.99703735,0.8898773
30,0.30208924,0.07429382,0.8986381,0.7468236
31,0.3344562,0.09658355,0.962386,0.7127286
32,0.0011095174,0.85775256,0.91911,0.9972779
33,0.037103474,0.04595291,0.91639155,0.93942493
34,0.13280137,0.39713204,1.0,0.99197394
35,0.09278028,0.022468243,0.9436606,0.52726555
36,0.5134779,0.8721001,1.0,0.99898654
37,0.022996241,0.9166211,0.35220534,0.9988168
38,0.3252143,0.4140351,0.992522,0.99139
39,0.2879567,0.79895765,0.98814636,1.0
40,0.3832832,0.0,0.996973,0.96510434
41,0.37153703,0.9209281,0.5432495,0.97800255
42,0.0,0.03521679,0.9285781,0.99989253
43,0.04991033,0.0,0.9294741,0.72197646
44,0.008584213,0.25263372,0.801095,0.8381263
45,0.01983907,0.0052449033,0.8267194,0.7586891
46,0.0,0.89233696,0.52885604,1.0
47,0.012570572,0.8879626,0.6070329,1.0
48,0.098982446,0.011120243,1.0,0.58300954
49,0.0,0.52093244,1.0,0.9963481
50,0.015536652,0.13110699,0.70644534,1.0
51,0.082116805,0.9074664,0.5414103,1.0
52,0.67512906,0.05188442,0.9911353,0.52106464
53,0.058128867,0.0,0.99263775,0.96626234
54,0.014290543,0.035988808,0.5376423,0.9260919
55,0.14520548,0.92882955,0.24915676,0.99768925
56,0.084184065,0.24536578,1.0,0.88900054
57,0.0412706,0.0,0.9858942,0.51643
58,0.48772565,0.06850761,0.99801284,0.95909864
59,0.749705,0.02058878,0.98038596,0.56073755
60,0.089533694,0.011069775,0.9923585,0.33196807
61,0.6950362,0.0,1.0,0.591775
62,0.089757286,0.82865745,1.0,1.0
63,0.29617143,0.7991608,0.9802456,1.0
64,0.69339883,0.04020586,0.9846213,0.3489289
65,0.0131286625,0.8780154,0.73491305,0.9944165
66,0.70777017,0.047071017,0.9780527,0.35841018
67,0.05197042,0.0,0.95254654,0.6442726
68,0.06971624,0.0,0.99152124,0.73259175
69,0.065731,0.029110832,0.8800063,0.54275715
70,0.23432234,0.9159885,0.55388564,0.993344
71,0.4392921,0.93138164,1.0,0.9950004
72,0.006686325,0.05292793,0.71517324,0.7142943
73,0.0,0.3667964,0.9840161,0.9674269
74,0.00537234,0.0,0.5557028,0.87868404
75,0.031409938,0.44773933,0.8193041,0.9233834
76,0.68667126,0.021612586,0.99112123,0.39160368
77,0.0,0.8262681,0.98777735,1.0
78,0.55824274,0.075224705,0.97973317,0.6803355
79,0.67992234,0.0,0.9992042,0.6501255
80,0.0,0.76598173,1.0,1.0
81,0.038332522,0.04302715,1.0,0.88886184
82,0.66339785,0.5426191,1.0,0.9218492
83,0.009641673,0.0,0.9807961,0.598252
84,0.4190631,0.0581287,0.9895837,0.9236723
85,0.07190913,0.019138718,0.65039617,0.954846
86,0.006848297,0.10007347,0.9664785,0.8740538
87,0.06655907,0.09963032,0.81777143,0.7629721
88,0.007911708,0.8910793,0.680826,1.0
89,0.67066693,0.0048140334,1.0,0.3610312
90,0.014787217,0.7803005,0.5153407,0.99940753
91,0.32402417,0.0,0.9984302,0.45632014
92,0.30608633,0.9037213,0.57192,0.9826663
93,0.156661,0.1300043,0.94810945,0.9818857
94,0.06551944,0.0,0.89742893,0.3540605
95,0.055093233,0.0077056885,0.939965,0.7337296
96,0.35686606,0.63546777,1.0,0.9745357
97,0.011824392,0.14747153,0.96487206,0.86095953
98,0.0,0.1362465,0.78126,0.65133697
99,0.044770483,0.846938,0.73405313,0.9985606
