,a
0,0.57743156
1,0.4254368
2,0.384819
3,0.32491636
4,0.2959498
5,0.24283703
6,0.20889127
7,0.18992282
8,0.1847319
9,0.17485493
10,0.17078759
11,0.15396233
12,0.1385359
13,0.11522519
14,0.108857706
15,0.10769904
16,0.107407294
17,0.10373599
18,0.09947887
19,0.09832826
20,0.09313343
21,0.090450756
22,0.09032452
23,0.0832605
24,0.07944331
25,0.07878114
26,0.07297149
27,0.06536823
28,0.064597644
29,0.06441308
30,0.0643129
31,0.058564957
32,0.055171367
33,0.05149814
34,0.051431447
35,0.05017189
36,0.048755895
37,0.048463393
38,0.047202952
39,0.046908252
40,0.045737218
41,0.042032965
42,0.04169416
43,0.041560743
44,0.041520935
45,0.041318297
46,0.039427634
47,0.038394585
48,0.0351551
49,0.033479434
50,0.03285327
51,0.032691173
52,0.030666715
53,0.029364059
54,0.028790684
55,0.028422732
56,0.028420094
57,0.02784023
58,0.026444713
59,0.025373487
60,0.02526436
61,0.024600923
62,0.02444757
63,0.023709951
64,0.02318929
65,0.022553893
66,0.022086168
67,0.022031749
68,0.021394372
69,0.021162335
70,0.020958189
71,0.020715972
72,0.020376297
73,0.02031346
74,0.01937152
75,0.019324288
76,0.019156745
77,0.018950902
78,0.018872986
79,0.018590245
80,0.01829388
81,0.018088194
82,0.01722189
83,0.016747363
84,0.016498897
85,0.01598561
86,0.015804173
87,0.015513937
88,0.015255057
89,0.014488428
90,0.014464276
91,0.0142993545
92,0.013787645
93,0.013677586
94,0.013605637
95,0.013381931
96,0.013107759
97,0.012896245
98,0.012687662
99,0.0121681485
