,a
0,b'Animal'
1,b'Bat'
2,b'Honeycomb'
3,b'Dog'
4,b'Carnivore'
5,b'Cat'
6,b'Beehive'
7,b'Honeycomb'
8,b'Food'
9,b'Dog'
10,b'Mammal'
11,b'Human face'
12,b'Toy'
13,b'Fruit'
14,b'Human face'
15,b'Beehive'
16,b'Snack'
17,b'Human hand'
18,b'Bird'
19,b'Toy'
20,b'Dessert'
21,b'Carnivore'
22,b'Chicken'
23,b'Human face'
24,b'Pumpkin'
25,b'Human hand'
26,b'Human face'
27,b'Animal'
28,b'Fast food'
29,b'Flower'
30,b'Toy'
31,b'Person'
32,b'Cattle'
33,b'Cat furniture'
34,b'Dog'
35,b'Baked goods'
36,b'Dog'
37,b'Human hair'
38,b'Dog'
39,b'Vegetable'
40,b'Sculpture'
41,b'Human head'
42,b'Horse'
43,b'Dairy'
44,b'Bread'
45,b'Sports equipment'
46,b'Toy'
47,b'Carnivore'
48,b'Clothing'
49,b'Cat'
50,b'Mammal'
51,b'Person'
52,b'Orange'
53,b'Animal'
54,b'Kangaroo'
55,b'Owl'
56,b'Bat'
57,b'Brown bear'
58,b'Bull'
59,b'Human mouth'
60,b'Cat'
61,b'Carnivore'
62,b'Human face'
63,b'Bird'
64,b'Food'
65,b'Human head'
66,b'Pig'
67,b'Human hand'
68,b'Giraffe'
69,b'Human hand'
70,b'Table'
71,b'Ant'
72,b'Plant'
73,b'Rabbit'
74,b'Butterfly'
75,b'Mobile phone'
76,b'Sports equipment'
77,b'Dairy'
78,b'Apple'
79,b'Table'
80,b'Honeycomb'
81,b'Kangaroo'
82,b'Human hand'
83,b'Mammal'
84,b'Fish'
85,b'Duck'
86,b'Bear'
87,b'Giraffe'
88,b'Peach'
89,b'Strawberry'
90,b'Bear'
91,b'Swan'
92,b'Human hand'
93,b'Duck'
94,b'Kitchen appliance'
95,b'Ant'
96,b'Dessert'
97,b'Carnivore'
98,b'Food'
99,b'Cantaloupe'
