,a
0,0.9847526
1,0.74368113
2,0.7180851
3,0.3076554
4,0.30691344
5,0.19498856
6,0.18584676
7,0.13569628
8,0.10708252
9,0.087267876
10,0.066987015
11,0.051601354
12,0.046861064
13,0.04647477
14,0.04597351
15,0.04162966
16,0.038251568
17,0.031354554
18,0.025092732
19,0.023198208
20,0.018449483
21,0.017873172
22,0.016573615
23,0.01599137
24,0.010808621
25,0.0106046805
26,0.01022054
27,0.01015407
28,0.009805757
29,0.009523502
30,0.008707838
31,0.008183547
32,0.008007962
33,0.006145908
34,0.0060092714
35,0.0059297313
36,0.0056213676
37,0.005427657
38,0.005193657
39,0.005093744
40,0.004848878
41,0.0048373835
42,0.00477366
43,0.00461866
44,0.0045317085
45,0.0045188707
46,0.004486929
47,0.0042535467
48,0.0041906983
49,0.0041479794
50,0.0039753714
51,0.003896497
52,0.0037994795
53,0.0034954466
54,0.0034144388
55,0.0033356664
56,0.0032318102
57,0.0032218418
58,0.0032160676
59,0.0031020504
60,0.0029912621
61,0.002920572
62,0.0029172045
63,0.002850559
64,0.0026137559
65,0.0025340745
66,0.0024244422
67,0.0023804142
68,0.00236162
69,0.00234124
70,0.0022720504
71,0.0022227988
72,0.002200075
73,0.0021640933
74,0.0020944632
75,0.0020059687
76,0.0020030115
77,0.0019685521
78,0.0019673929
79,0.0019583255
80,0.001955365
81,0.0018745144
82,0.0018147195
83,0.0018090867
84,0.0018074284
85,0.0017937536
86,0.001748873
87,0.0017018154
88,0.0016751058
89,0.0016319397
90,0.00162515
91,0.0016076808
92,0.0015906096
93,0.0015813041
94,0.0015793848
95,0.0015646693
96,0.0015520588
97,0.0015319689
98,0.0014826932
99,0.0014734765
