,a
0,b'Human face'
1,b'Clothing'
2,b'Woman'
3,b'Furniture'
4,b'Girl'
5,b'Shelf'
6,b'Human hair'
7,b'Trousers'
8,b'Furniture'
9,b'Person'
10,b'Cabinetry'
11,b'Jeans'
12,b'Cupboard'
13,b'Shelf'
14,b'House'
15,b'Shelf'
16,b'Wardrobe'
17,b'Clothing'
18,b'Clothing'
19,b'Bed'
20,b'Brassiere'
21,b'Human arm'
22,b'Shelf'
23,b'Shelf'
24,b'Human arm'
25,b'Shelf'
26,b'Wardrobe'
27,b'Window'
28,b'Shelf'
29,b'Shelf'
30,b'Shelf'
31,b'Human leg'
32,b'Human body'
33,b'Human leg'
34,b'Dress'
35,b'Human head'
36,b'Human hand'
37,b'Furniture'
38,b'Shelf'
39,b'Shelf'
40,b'Human arm'
41,b'Cabinetry'
42,b'Swimwear'
43,b'Shelf'
44,b'Bookcase'
45,b'Shelf'
46,b'Closet'
47,b'Dress'
48,b'Human arm'
49,b'Cabinetry'
50,b'Human leg'
51,b'Shelf'
52,b'Cabinetry'
53,b'Medical equipment'
54,b'Building'
55,b'Human hair'
56,b'Furniture'
57,b'Jacket'
58,b'Window'
59,b'Doll'
60,b'Furniture'
61,b'Refrigerator'
62,b'Kitchen appliance'
63,b'Human arm'
64,b'Furniture'
65,b'Human hair'
66,b'Bottle'
67,b'Refrigerator'
68,b'Table'
69,b'Furniture'
70,b'Suit'
71,b'Kitchen appliance'
72,b'Drink'
73,b'Cabinetry'
74,b'Furniture'
75,b'Closet'
76,b'Cabinetry'
77,b'Furniture'
78,b'Couch'
79,b'Window'
80,b'Countertop'
81,b'Human arm'
82,b'Human mouth'
83,b'Human arm'
84,b'Shelf'
85,b'Window'
86,b'Window'
87,b'Chest of drawers'
88,b'Coat'
89,b'House'
90,b'Human arm'
91,b'Human arm'
92,b'Drawer'
93,b'Door'
94,b'Office supplies'
95,b'Human eye'
96,b'Shelf'
97,b'Human hand'
98,b'Human eye'
99,b'Human nose'
