,a
0,b'Man'
1,b'Footwear'
2,b'Clothing'
3,b'Clothing'
4,b'Footwear'
5,b'Man'
6,b'Footwear'
7,b'Person'
8,b'Human face'
9,b'Building'
10,b'Human arm'
11,b'Land vehicle'
12,b'Human leg'
13,b'Trousers'
14,b'Sports equipment'
15,b'Footwear'
16,b'Man'
17,b'Human arm'
18,b'Clothing'
19,b'Human head'
20,b'Person'
21,b'Human hair'
22,b'Clothing'
23,b'Human arm'
24,b'Human arm'
25,b'Sports equipment'
26,b'Human body'
27,b'Vehicle'
28,b'Mammal'
29,b'Human body'
30,b'Sports uniform'
31,b'Footwear'
32,b'Human leg'
33,b'Footwear'
34,b'Human leg'
35,b'Footwear'
36,b'Footwear'
37,b'Footwear'
38,b'Window'
39,b'Boy'
40,b'Jeans'
41,b'Man'
42,b'Human leg'
43,b'Footwear'
44,b'Footwear'
45,b'Footwear'
46,b'Human leg'
47,b'Human leg'
48,b'Woman'
49,b'Human arm'
50,b'Man'
51,b'Human arm'
52,b'Mammal'
53,b'House'
54,b'Human leg'
55,b'Human arm'
56,b'Fashion accessory'
57,b'Building'
58,b'Window'
59,b'Vehicle'
60,b'Window'
61,b'Window'
62,b'Human leg'
63,b'Window'
64,b'Clothing'
65,b'Human leg'
66,b'Human arm'
67,b'Furniture'
68,b'Boy'
69,b'Footwear'
70,b'Window'
71,b'Footwear'
72,b'Human arm'
73,b'Chair'
74,b'Table'
75,b'Furniture'
76,b'Train'
77,b'Human leg'
78,b'Clothing'
79,b'Furniture'
80,b'Land vehicle'
81,b'Human leg'
82,b'Furniture'
83,b'Poster'
84,b'Porch'
85,b'Airplane'
86,b'Human hair'
87,b'Office building'
88,b'Furniture'
89,b'Jeans'
90,b'Building'
91,b'Human arm'
92,b'Jacket'
93,b'Human arm'
94,b'Human body'
95,b'Footwear'
96,b'Jeans'
97,b'Person'
98,b'Car'
99,b'Man'
