,a
0,b'Human face'
1,b'Mobile phone'
2,b'Person'
3,b'Camera'
4,b'Clothing'
5,b'Tablet computer'
6,b'Human head'
7,b'Mobile phone'
8,b'Person'
9,b'Camera'
10,b'Camera'
11,b'Camera'
12,b'Human ear'
13,b'Man'
14,b'Person'
15,b'Mobile phone'
16,b'Human nose'
17,b'Human nose'
18,b'Human hand'
19,b'Woman'
20,b'Person'
21,b'Person'
22,b'Human nose'
23,b'Clothing'
24,b'Human hair'
25,b'Human nose'
26,b'Human nose'
27,b'Human eye'
28,b'Human hand'
29,b'Human nose'
30,b'Human eye'
31,b'Mobile phone'
32,b'Human nose'
33,b'Home appliance'
34,b'Woman'
35,b'Human nose'
36,b'Human hair'
37,b'Boy'
38,b'Person'
39,b'Man'
40,b'Girl'
41,b'Auto part'
42,b'Human body'
43,b'Person'
44,b'Tablet computer'
45,b'Man'
46,b'Clothing'
47,b'Human hair'
48,b'Human nose'
49,b'Human arm'
50,b'Girl'
51,b'Calculator'
52,b'Human hair'
53,b'Mammal'
54,b'Mobile phone'
55,b'Human eye'
56,b'Camera'
57,b'Human arm'
58,b'Human eye'
59,b'Television'
60,b'Microphone'
61,b'Laptop'
62,b'Medical equipment'
63,b'Human mouth'
64,b'Human nose'
65,b'Human hand'
66,b'Human nose'
67,b'Human eye'
68,b'Human mouth'
69,b'Human nose'
70,b'Human eye'
71,b'Human nose'
72,b'Human eye'
73,b'Human mouth'
74,b'Human mouth'
75,b'Human nose'
76,b'Human arm'
77,b'Human nose'
78,b'Car'
79,b'Clothing'
80,b'Human eye'
81,b'Human arm'
82,b'Person'
83,b'Human mouth'
84,b'Human eye'
85,b'Human nose'
86,b'Human nose'
87,b'Mobile phone'
88,b'Man'
89,b'Calculator'
90,b'Home appliance'
91,b'Human eye'
92,b'Human nose'
93,b'Human arm'
94,b'Human mouth'
95,b'Human nose'
96,b'Human eye'
97,b'Human eye'
98,b'Person'
99,b'Human nose'
