,a
0,0.85232264
1,0.8101106
2,0.7333208
3,0.66846955
4,0.64635897
5,0.55833
6,0.5103921
7,0.4510076
8,0.41565666
9,0.36110315
10,0.32380253
11,0.30472627
12,0.29989418
13,0.28354645
14,0.2765018
15,0.2686888
16,0.22671331
17,0.22141944
18,0.21698572
19,0.19079237
20,0.17425999
21,0.1688531
22,0.157924
23,0.14978619
24,0.14925678
25,0.14623669
26,0.14005364
27,0.12782203
28,0.11522676
29,0.11072826
30,0.10615633
31,0.09745116
32,0.09613765
33,0.087605424
34,0.08458801
35,0.07975122
36,0.07777618
37,0.073889606
38,0.07237304
39,0.07206185
40,0.06960974
41,0.06882592
42,0.065635785
43,0.06468866
44,0.0646835
45,0.06147233
46,0.060951706
47,0.059728768
48,0.056806594
49,0.05304601
50,0.045505356
51,0.043533295
52,0.04325823
53,0.04263248
54,0.041486796
55,0.040791765
56,0.036756214
57,0.03656397
58,0.03577721
59,0.03545433
60,0.035254326
61,0.033730857
62,0.032095477
63,0.030425057
64,0.030355573
65,0.028845407
66,0.027758656
67,0.027463516
68,0.027205465
69,0.026648248
70,0.026239527
71,0.025907135
72,0.025894059
73,0.02555149
74,0.025188122
75,0.025132783
76,0.023823367
77,0.023574324
78,0.023112874
79,0.02284049
80,0.022793414
81,0.021524632
82,0.020756155
83,0.020485112
84,0.01996731
85,0.019756943
86,0.019745486
87,0.01931788
88,0.019198343
89,0.018734338
90,0.018611154
91,0.018458659
92,0.017807247
93,0.01768762
94,0.01710345
95,0.016816251
96,0.016686935
97,0.015316563
98,0.0153079545
99,0.015055876
