,a
0,0.7392121
1,0.69466686
2,0.35827637
3,0.21249574
4,0.1537749
5,0.12829337
6,0.12661147
7,0.08775627
8,0.08501327
9,0.074747734
10,0.063145064
11,0.05264149
12,0.051366605
13,0.051092852
14,0.050317846
15,0.05006706
16,0.049205255
17,0.04749678
18,0.040653586
19,0.03911788
20,0.036740646
21,0.03210817
22,0.028491583
23,0.027904132
24,0.026553774
25,0.026157435
26,0.02438302
27,0.022838915
28,0.022189442
29,0.02189281
30,0.019835928
31,0.01831487
32,0.018097965
33,0.017359776
34,0.016614089
35,0.01656699
36,0.016473174
37,0.015957251
38,0.015495409
39,0.01283896
40,0.0128379045
41,0.01260725
42,0.011656694
43,0.011634589
44,0.011495907
45,0.011457795
46,0.0107729975
47,0.01025113
48,0.009680763
49,0.009584519
50,0.00957828
51,0.009507319
52,0.009268789
53,0.008833654
54,0.008651531
55,0.008627403
56,0.008538815
57,0.008424176
58,0.00841985
59,0.007950903
60,0.0074162716
61,0.007352497
62,0.007035184
63,0.006891646
64,0.00686474
65,0.006796989
66,0.0064345156
67,0.006359671
68,0.006209582
69,0.0058904067
70,0.0057762978
71,0.0054068733
72,0.0054017613
73,0.005352121
74,0.0053515276
75,0.005286793
76,0.00502838
77,0.0048435046
78,0.0047425157
79,0.0044537764
80,0.004393111
81,0.0042695724
82,0.0038241106
83,0.0038201278
84,0.003725451
85,0.0037175624
86,0.003642545
87,0.003410247
88,0.0033721407
89,0.0033432387
90,0.0033230488
91,0.003242283
92,0.003186914
93,0.0031591707
94,0.0031429715
95,0.0030792684
96,0.0030747005
97,0.0030455987
98,0.0030239695
99,0.0029881084
