,a
0,0.90829164
1,0.78126436
2,0.7527423
3,0.6913999
4,0.62710285
5,0.6038256
6,0.42286023
7,0.22070627
8,0.17371453
9,0.12284368
10,0.08285791
11,0.07091323
12,0.055416282
13,0.05230387
14,0.04866624
15,0.047081072
16,0.044359915
17,0.039386086
18,0.0327818
19,0.03187963
20,0.027383326
21,0.026819222
22,0.0259435
23,0.024890661
24,0.023627322
25,0.023220401
26,0.023044957
27,0.021992644
28,0.020373544
29,0.019470997
30,0.017229626
31,0.016545737
32,0.015907714
33,0.015552774
34,0.015371873
35,0.013434398
36,0.012745773
37,0.012691246
38,0.0116161965
39,0.011478548
40,0.011081558
41,0.01098086
42,0.010909332
43,0.010694853
44,0.010675691
45,0.010224144
46,0.010142085
47,0.008599157
48,0.008418739
49,0.008300591
50,0.008002444
51,0.007897238
52,0.00787458
53,0.007828813
54,0.007518987
55,0.006927021
56,0.0068911277
57,0.0067226565
58,0.005867588
59,0.005733694
60,0.0056741075
61,0.0053530964
62,0.00529155
63,0.0051382603
64,0.004941422
65,0.0048089153
66,0.0046383697
67,0.0041967477
68,0.0037488623
69,0.0036339469
70,0.0033902542
71,0.0033133794
72,0.00331186
73,0.00329086
74,0.0032345816
75,0.0031735974
76,0.003128437
77,0.003029577
78,0.0030052788
79,0.0029640608
80,0.0029160131
81,0.002910422
82,0.0028981343
83,0.0028960088
84,0.002861431
85,0.0028193055
86,0.0028066537
87,0.002775812
88,0.00273912
89,0.002699842
90,0.002575318
91,0.0025395174
92,0.0025320775
93,0.0024800664
94,0.0024493875
95,0.0024295016
96,0.0024280048
97,0.002386525
98,0.0023475653
99,0.0023415806
