,a
0,0.81603545
1,0.7545402
2,0.65168285
3,0.29205862
4,0.28235677
5,0.273559
6,0.26479664
7,0.25440282
8,0.21936958
9,0.20723693
10,0.1959607
11,0.18040608
12,0.1682217
13,0.15044636
14,0.13895434
15,0.12749878
16,0.12543115
17,0.11399335
18,0.107504435
19,0.0906437
20,0.08432733
21,0.080352455
22,0.07623598
23,0.073077574
24,0.06835826
25,0.06162744
26,0.06144413
27,0.059175532
28,0.05877352
29,0.05009963
30,0.04944919
31,0.048231084
32,0.03939521
33,0.037877616
34,0.03766854
35,0.037038486
36,0.03552425
37,0.032668002
38,0.032180395
39,0.031661395
40,0.030769374
41,0.030575784
42,0.030390104
43,0.03004243
44,0.028599776
45,0.027909992
46,0.027102685
47,0.02686904
48,0.02636882
49,0.026353046
50,0.02550133
51,0.024487738
52,0.02207329
53,0.021769356
54,0.021638911
55,0.021289911
56,0.021090182
57,0.019782843
58,0.019448387
59,0.018602679
60,0.018244898
61,0.01820485
62,0.0172053
63,0.016915629
64,0.016651427
65,0.016225556
66,0.016215181
67,0.015113192
68,0.014950726
69,0.0148268035
70,0.014072846
71,0.013955515
72,0.0136646535
73,0.013270119
74,0.013158121
75,0.012954245
76,0.012899797
77,0.012549944
78,0.011943958
79,0.010967175
80,0.010617441
81,0.010011444
82,0.009289593
83,0.008896411
84,0.0088534765
85,0.008588023
86,0.008445241
87,0.008349459
88,0.008203941
89,0.007420152
90,0.0073049944
91,0.0071847676
92,0.007062578
93,0.0070142434
94,0.0069265044
95,0.0069051925
96,0.00688021
97,0.0067885155
98,0.006764108
99,0.0066307997
