,a
0,b'Human face'
1,b'Person'
2,b'Woman'
3,b'Clothing'
4,b'Person'
5,b'Girl'
6,b'Dog'
7,b'Woman'
8,b'Mammal'
9,b'Human hair'
10,b'Animal'
11,b'Plant'
12,b'Girl'
13,b'Carnivore'
14,b'Clothing'
15,b'Human mouth'
16,b'Human head'
17,b'Person'
18,b'Vehicle'
19,b'Food'
20,b'Car'
21,b'Toy'
22,b'Doll'
23,b'Clothing'
24,b'Furniture'
25,b'Dress'
26,b'Human face'
27,b'Snowman'
28,b'Human hand'
29,b'Mammal'
30,b'Human body'
31,b'Pig'
32,b'Insect'
33,b'Fashion accessory'
34,b'Human head'
35,b'Houseplant'
36,b'Human arm'
37,b'Skateboard'
38,b'Watercraft'
39,b'Human hair'
40,b'Human body'
41,b'Dog bed'
42,b'Baked goods'
43,b'Land vehicle'
44,b'Woman'
45,b'Footwear'
46,b'Office supplies'
47,b'Clothing'
48,b'Cake'
49,b'Human hand'
50,b'Cat'
51,b'Human arm'
52,b'Human ear'
53,b'Bathtub'
54,b'Polar bear'
55,b'Toy'
56,b'Medical equipment'
57,b'Swan'
58,b'Insect'
59,b'Human hand'
60,b'Insect'
61,b'Rabbit'
62,b'Human arm'
63,b'Vehicle'
64,b'Snack'
65,b'Bear'
66,b'Watercraft'
67,b'Sculpture'
68,b'Bat'
69,b'Dress'
70,b'Furniture'
71,b'Bird'
72,b'Person'
73,b'Human arm'
74,b'Red panda'
75,b'Human hair'
76,b'Bottle'
77,b'Human mouth'
78,b'Dessert'
79,b'Boat'
80,b'Weapon'
81,b'Auto part'
82,b'Fashion accessory'
83,b'Guitar'
84,b'Human hair'
85,b'Mammal'
86,b'Girl'
87,b'Sock'
88,b'Human hair'
89,b'Human head'
90,b'Flower'
91,b'Wheel'
92,b'Cat furniture'
93,b'Baked goods'
94,b'Piano'
95,b'Human hand'
96,b'Footwear'
97,b'Food'
98,b'Fashion accessory'
99,b'Chair'
