,a
0,0.45189947
1,0.34076828
2,0.22484683
3,0.22088589
4,0.13713457
5,0.124085255
6,0.12224366
7,0.11471894
8,0.11352546
9,0.106897816
10,0.103269145
11,0.07290975
12,0.05230849
13,0.0434149
14,0.042834766
15,0.042600863
16,0.04014481
17,0.040052257
18,0.033222597
19,0.029974364
20,0.02787133
21,0.027592465
22,0.02717761
23,0.024848206
24,0.02365115
25,0.021523522
26,0.02114603
27,0.02006065
28,0.01931445
29,0.019090166
30,0.018163485
31,0.017629145
32,0.016071847
33,0.015426612
34,0.0151449125
35,0.014566644
36,0.01425915
37,0.013748281
38,0.012668673
39,0.012406753
40,0.01150649
41,0.011251611
42,0.011237692
43,0.011173797
44,0.010875985
45,0.010841929
46,0.010700738
47,0.01053826
48,0.010334446
49,0.010032139
50,0.009446235
51,0.009306233
52,0.009153611
53,0.009036595
54,0.008880424
55,0.00875476
56,0.008454827
57,0.00830258
58,0.008093554
59,0.007878286
60,0.007727663
61,0.0075328345
62,0.0075204116
63,0.0072883773
64,0.00708386
65,0.0069623915
66,0.006821533
67,0.00671437
68,0.006484204
69,0.006187694
70,0.0060877614
71,0.0058225677
72,0.005385153
73,0.0052832197
74,0.005157797
75,0.0051540677
76,0.0051323627
77,0.005014422
78,0.004758875
79,0.0046654055
80,0.0046240725
81,0.004609092
82,0.004547339
83,0.004534603
84,0.0044906107
85,0.004436904
86,0.0044292784
87,0.004407796
88,0.004348353
89,0.0043253945
90,0.0042468538
91,0.0042222477
92,0.0042102905
93,0.0042005987
94,0.004104659
95,0.0038260699
96,0.0038028224
97,0.0037964643
98,0.003793851
99,0.0037766355
