,a
0,0.75282615
1,0.6779679
2,0.60971797
3,0.50562954
4,0.47337434
5,0.44938698
6,0.36032966
7,0.32747665
8,0.29821634
9,0.2768154
10,0.21371329
11,0.2070031
12,0.16778995
13,0.16683884
14,0.1433598
15,0.11860436
16,0.11397879
17,0.11052842
18,0.11039535
19,0.09515056
20,0.08637849
21,0.08421971
22,0.080735795
23,0.07779055
24,0.067642294
25,0.06267065
26,0.05769188
27,0.054062866
28,0.04759707
29,0.045185294
30,0.044694766
31,0.03717442
32,0.036859524
33,0.03678524
34,0.03667543
35,0.034396905
36,0.0315084
37,0.031144263
38,0.028969187
39,0.028090782
40,0.027031207
41,0.026469698
42,0.02614445
43,0.025336865
44,0.024858749
45,0.0235108
46,0.021108624
47,0.01964476
48,0.017592592
49,0.016997918
50,0.016669888
51,0.016652426
52,0.016114434
53,0.015950574
54,0.015842749
55,0.014258513
56,0.014146766
57,0.014077586
58,0.014062167
59,0.013513944
60,0.0133780865
61,0.013236506
62,0.012527232
63,0.011799608
64,0.010749401
65,0.010528644
66,0.009886815
67,0.009221946
68,0.009094285
69,0.008947853
70,0.008165672
71,0.00809141
72,0.007676097
73,0.007672221
74,0.0076201754
75,0.0074907565
76,0.007438586
77,0.007317704
78,0.007137726
79,0.0071223225
80,0.007096147
81,0.0070536523
82,0.0066895303
83,0.0062842043
84,0.0062728687
85,0.006257906
86,0.0061666616
87,0.00591848
88,0.0059169335
89,0.0059145666
90,0.0058615394
91,0.005717204
92,0.0057026893
93,0.00565876
94,0.0052914442
95,0.0052585974
96,0.005215865
97,0.0051289494
98,0.005063207
99,0.004862543
