,a
0,0.56426257
1,0.47795755
2,0.29682994
3,0.22081919
4,0.20074491
5,0.17514896
6,0.16723177
7,0.16621356
8,0.15661632
9,0.15261358
10,0.11549799
11,0.11392956
12,0.102888756
13,0.102513336
14,0.09285
15,0.08401242
16,0.07634867
17,0.07454569
18,0.06903565
19,0.06695774
20,0.06449519
21,0.06438972
22,0.054507364
23,0.05223522
24,0.05057897
25,0.049598236
26,0.04829432
27,0.0465188
28,0.04333994
29,0.042605475
30,0.04134872
31,0.040991426
32,0.040087245
33,0.03884481
34,0.038074356
35,0.036906917
36,0.03642221
37,0.03372079
38,0.032417424
39,0.029992783
40,0.027921489
41,0.025862716
42,0.025547775
43,0.025544535
44,0.025296565
45,0.024667911
46,0.023247525
47,0.022920009
48,0.022473909
49,0.022282667
50,0.021850267
51,0.021358352
52,0.020832393
53,0.019425528
54,0.019349849
55,0.019305473
56,0.019169647
57,0.018056834
58,0.018049251
59,0.017245453
60,0.017176595
61,0.01662075
62,0.016510727
63,0.015975485
64,0.01594783
65,0.015598661
66,0.015382768
67,0.0152352825
68,0.014868051
69,0.014548209
70,0.014524347
71,0.01396163
72,0.013917435
73,0.013714407
74,0.01363654
75,0.0136278495
76,0.013236248
77,0.013132091
78,0.012924331
79,0.012881966
80,0.012311046
81,0.012219915
82,0.011986961
83,0.011707736
84,0.0116423005
85,0.011388818
86,0.011340131
87,0.011203222
88,0.010781487
89,0.010740658
90,0.0106760785
91,0.010404934
92,0.009969109
93,0.009660295
94,0.009056306
95,0.008999708
96,0.008916775
97,0.008780761
98,0.008718217
99,0.008657337
