,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Human ear'
4,b'Human nose'
5,b'Furniture'
6,b'Human mouth'
7,b'Human eye'
8,b'Table'
9,b'Person'
10,b'Girl'
11,b'Human head'
12,b'Human hair'
13,b'Fashion accessory'
14,b'Human hair'
15,b'Man'
16,b'Fashion accessory'
17,b'Bottle'
18,b'Human eye'
19,b'Clothing'
20,b'Drink'
21,b'Desk'
22,b'Furniture'
23,b'Human hair'
24,b'Boy'
25,b'Human mouth'
26,b'Woman'
27,b'Human hair'
28,b'Mammal'
29,b'Fashion accessory'
30,b'Clothing'
31,b'Human nose'
32,b'Human mouth'
33,b'Human mouth'
34,b'Lipstick'
35,b'Fashion accessory'
36,b'Human body'
37,b'Chair'
38,b'Fashion accessory'
39,b'Furniture'
40,b'Man'
41,b'Human body'
42,b'Table'
43,b'Human ear'
44,b'Building'
45,b'Furniture'
46,b'Clothing'
47,b'Shirt'
48,b'Furniture'
49,b'Fashion accessory'
50,b'Fashion accessory'
51,b'Human nose'
52,b'Human body'
53,b'Human hand'
54,b'Fashion accessory'
55,b'Human head'
56,b'Chair'
57,b'Human mouth'
58,b'Woman'
59,b'Human mouth'
60,b'Table'
61,b'Human head'
62,b'Human nose'
63,b'Furniture'
64,b'Human eye'
65,b'Sports uniform'
66,b'Human beard'
67,b'Human hair'
68,b'Human mouth'
69,b'Clothing'
70,b'Human face'
71,b'Human nose'
72,b'Drink'
73,b'Clothing'
74,b'Furniture'
75,b'Furniture'
76,b'Window'
77,b'Bottle'
78,b'Person'
79,b'Human eye'
80,b'Fashion accessory'
81,b'Human mouth'
82,b'Lipstick'
83,b'Man'
84,b'Poster'
85,b'Drink'
86,b'Person'
87,b'Dress'
88,b'Headphones'
89,b'Clothing'
90,b'Person'
91,b'Bottle'
92,b'Cabinetry'
93,b'Man'
94,b'Table'
95,b'Woman'
96,b'Kitchen appliance'
97,b'Shelf'
98,b'Girl'
99,b'Fashion accessory'
