,a
0,b'Clothing'
1,b'Human face'
2,b'Trousers'
3,b'Bed'
4,b'House'
5,b'Woman'
6,b'Shelf'
7,b'Footwear'
8,b'Footwear'
9,b'Person'
10,b'Building'
11,b'Furniture'
12,b'Footwear'
13,b'Shelf'
14,b'Cupboard'
15,b'Girl'
16,b'Shelf'
17,b'Shelf'
18,b'Building'
19,b'Suit'
20,b'Footwear'
21,b'Shelf'
22,b'Footwear'
23,b'Wardrobe'
24,b'Clothing'
25,b'Cabinetry'
26,b'Human hair'
27,b'Man'
28,b'Furniture'
29,b'Human leg'
30,b'Human arm'
31,b'Window'
32,b'Human leg'
33,b'Footwear'
34,b'Shelf'
35,b'Bookcase'
36,b'House'
37,b'Shelf'
38,b'Couch'
39,b'Closet'
40,b'Jeans'
41,b'Furniture'
42,b'House'
43,b'Shelf'
44,b'Human head'
45,b'Shelf'
46,b'Furniture'
47,b'Door'
48,b'Footwear'
49,b'Shelf'
50,b'Cabinetry'
51,b'Shelf'
52,b'Shelf'
53,b'Furniture'
54,b'Wardrobe'
55,b'Cabinetry'
56,b'Shelf'
57,b'Kitchen appliance'
58,b'Cabinetry'
59,b'Human body'
60,b'Tableware'
61,b'Shelf'
62,b'Human arm'
63,b'Person'
64,b'Sofa bed'
65,b'Human hair'
66,b'Human leg'
67,b'Bookcase'
68,b'Furniture'
69,b'Human arm'
70,b'Door'
71,b'Shelf'
72,b'Cupboard'
73,b'Cabinetry'
74,b'Clothing'
75,b'Window'
76,b'Cabinetry'
77,b'Furniture'
78,b'Nightstand'
79,b'Shelf'
80,b'House'
81,b'Medical equipment'
82,b'Cabinetry'
83,b'Home appliance'
84,b'Door'
85,b'Porch'
86,b'Cupboard'
87,b'Studio couch'
88,b'Building'
89,b'Wardrobe'
90,b'Cabinetry'
91,b'Cabinetry'
92,b'Human hand'
93,b'Footwear'
94,b'Jacket'
95,b'Footwear'
96,b'Bathroom accessory'
97,b'Shelf'
98,b'Mammal'
99,b'Table'
