,a,b,c,d
0,0.3854303,0.3595317,0.5147207,0.48638594
1,0.010023956,0.15565476,0.98213035,0.9596943
2,0.30883294,0.32911476,0.869517,0.7224293
3,0.054109957,0.35537016,0.94817,0.98888606
4,0.37661794,0.44104278,0.9009002,0.7032235
5,0.03922994,0.13684718,0.9816264,0.9616713
6,0.36217663,0.35063392,0.52142113,0.5120287
7,0.010769209,0.5441966,0.25509247,0.96192306
8,0.15266278,0.24352857,0.8241135,0.78840715
9,0.023818105,0.08642639,0.74712676,0.924554
10,0.017260615,0.43894607,0.50889266,0.9900319
11,0.0,0.47189748,0.3372655,1.0
12,0.35850084,0.42466724,0.39903882,0.4623852
13,0.2918581,0.34852368,0.8974881,0.7130537
14,0.19845414,0.09130005,0.9383293,0.9026838
15,0.0,0.08840965,0.94624984,0.60438895
16,0.44643983,0.40408665,0.49154848,0.4359654
17,0.44914338,0.4128812,0.49395895,0.4430959
18,0.6720508,0.60632306,0.78879416,0.6870199
19,0.10348132,0.20784773,0.8632323,0.804871
20,0.07048538,0.062720604,0.673911,0.99188477
21,0.5228342,0.3184499,0.69065267,0.44850296
22,0.45894003,0.40214992,0.49702558,0.43883586
23,0.21195872,0.15005764,1.0,0.881821
24,0.3540438,0.35902914,0.5120849,0.52010757
25,0.4457357,0.39273682,0.49120516,0.4239685
26,0.423286,0.40436867,0.47770625,0.44351012
27,0.40953705,0.39061102,0.44764635,0.4152555
28,0.53776336,0.32824272,0.6534477,0.41252235
29,0.44681096,0.38480723,0.49330541,0.41382343
30,0.41802835,0.3949903,0.44811234,0.41809767
31,0.28464258,0.098508716,0.9606481,0.7286423
32,0.4643114,0.3932688,0.49880356,0.4151702
33,0.0025798543,0.2410675,0.9792387,0.9173
34,0.28904456,0.34204078,0.88253623,0.7089289
35,0.46453717,0.40367186,0.4994873,0.43007904
36,0.3717075,0.38574782,0.5026089,0.4965213
37,0.2964996,0.36133146,0.8579396,0.72055894
38,0.12170619,0.023334103,0.9824866,0.60131484
39,0.20526032,0.1249525,0.92096406,0.8709797
40,0.2826401,0.35066783,0.9031088,0.7120827
41,0.0,0.54146683,0.22418796,0.91650647
42,0.32957807,0.35704857,0.88046134,0.7147004
43,0.66163415,0.6048735,0.795823,0.6959605
44,0.02706248,0.09545995,0.96495676,0.6103501
45,0.13099706,0.2545584,0.816186,0.7783958
46,0.3292361,0.46312416,0.5102303,0.6978961
47,0.3130486,0.34395048,0.5030445,0.4935366
48,0.45478868,0.42601475,0.49622717,0.4524226
49,0.5194279,0.3202443,0.6924513,0.44799313
50,0.09077644,0.23053299,0.90484244,0.79142606
51,0.17494997,0.13649605,0.9655394,1.0
52,0.36774027,0.35733092,0.49509615,0.45879027
53,0.27531043,0.3611,0.8898688,0.70708823
54,0.035018057,0.44878936,0.5051358,0.9878547
55,0.41344446,0.38403723,0.45641828,0.4062587
56,0.27393565,0.13759647,0.9890748,0.9524226
57,0.05572739,0.0,0.9312254,0.42859298
58,0.4421814,0.4355874,0.47314718,0.4489877
59,0.0,0.13077374,0.9974984,0.97801816
60,0.44976288,0.5113592,0.692434,0.6718233
61,0.22361237,0.1923087,0.9583874,0.966913
62,0.07486217,0.22267672,1.0,0.99476486
63,0.4496593,0.43673828,0.49951077,0.45735335
64,0.4377727,0.4106703,0.47916764,0.43486053
65,0.5332748,0.31958234,0.67773384,0.43941543
66,0.44183972,0.42068526,0.47710115,0.4444641
67,0.42960614,0.43257686,0.45748344,0.44774333
68,0.43994126,0.43640998,0.4762463,0.4495319
69,0.45484936,0.43221965,0.4947215,0.45937517
70,0.4151897,0.40079308,0.4539499,0.4233303
71,0.4111559,0.40203643,0.46043012,0.43931478
72,0.40895948,0.37851784,0.4451178,0.40384558
73,0.42845353,0.43360087,0.4598202,0.4484245
74,0.45031407,0.43025935,0.5008098,0.44980493
75,0.46906713,0.39539734,0.5095426,0.4271283
76,0.4431304,0.020712107,0.9897367,0.5609146
77,0.42447188,0.4091249,0.4515853,0.43370444
78,0.029751943,0.13029781,1.0,1.0
79,0.3186163,0.3496244,0.9684308,0.86438537
80,0.45157325,0.43424773,0.4910759,0.45041588
81,0.6680452,0.60793364,0.7971939,0.6860684
82,0.43374065,0.2901036,0.66681683,0.46528944
83,0.4393597,0.4401714,0.49119717,0.4573575
84,0.41204146,0.4059442,0.4481856,0.4319532
85,0.4661224,0.39675802,0.5038103,0.44036582
86,0.44146526,0.431378,0.47452495,0.45320785
87,0.0087769255,0.5734907,0.17045765,0.90577
88,0.07205729,0.09546604,0.6576463,0.9128767
89,0.32188025,0.3094886,0.92863876,0.9583265
90,0.0,0.5453356,0.25395173,0.9468403
91,0.4260382,0.41266662,0.44827393,0.4282849
92,0.4134977,0.39790434,0.45749813,0.42776474
93,0.3479092,0.1058791,0.96976465,0.794371
94,0.4485043,0.42620826,0.5041808,0.457291
95,0.424516,0.39637142,0.46927685,0.42247897
96,0.42816764,0.4379472,0.46643445,0.45453444
97,0.44231665,0.43861762,0.48851416,0.45736885
98,0.042051747,0.0,1.0,0.388159
99,0.4763388,0.39892852,0.50659376,0.43343878
