,a,b,c,d
0,0.14588319,0.11810215,0.67386264,0.50813997
1,0.2511857,0.1137068,0.64127105,0.5074551
2,0.60771346,0.15965778,0.8566523,0.70418197
3,0.8554749,0.4051242,0.9969792,0.80837554
4,0.59508955,0.061366346,0.9782375,0.8884049
5,0.81787556,0.35444322,0.99658513,0.9215631
6,0.81288,0.37356424,0.98706454,0.9361684
7,0.18244265,0.24909033,0.31557667,0.34101966
8,0.8435273,0.41033676,0.9942252,0.8248735
9,0.6112961,0.14159073,0.7024751,0.25204152
10,0.18083262,0.12583262,0.83989024,0.6462365
11,0.85212344,0.39087296,0.99627584,0.8232793
12,0.648402,0.2110464,0.95732117,0.72088456
13,0.16731629,0.113085784,0.6809886,0.52548826
14,0.67679435,0.25280702,0.7735709,0.37744388
15,0.14927219,0.1308982,0.9393843,0.86037993
16,0.62896866,0.8507487,0.9197524,0.9799257
17,0.103399746,0.23843,0.3143875,0.3760071
18,0.5993811,0.10791732,0.9707645,0.85684264
19,0.8490541,0.39462593,0.9972731,0.813579
20,0.81434834,0.3483147,0.99139243,0.92681974
21,0.6039921,0.00400692,1.0,0.9290168
22,0.8096292,0.3411029,1.0,0.93612814
23,0.6021531,0.1699244,0.86725265,0.68620205
24,0.5750506,0.26884645,0.6658401,0.36875618
25,0.5830993,0.12096542,0.7136046,0.25405067
26,0.85050565,0.40038562,0.9945838,0.82605577
27,0.65413684,0.1940081,0.8182281,0.5454088
28,0.80237013,0.33714843,0.9976531,0.89930236
29,0.6433276,0.16298187,0.7876514,0.42723006
30,0.6230645,0.17087045,0.8378455,0.73117787
31,0.6335156,0.85338336,0.91934586,0.9853135
32,0.6246115,0.0,0.9949087,0.9151361
33,0.61096996,0.14428242,0.6995742,0.25587448
34,0.61917627,0.06685167,0.95011425,0.61009294
35,0.6463747,0.32412237,0.8662075,0.57231027
36,0.57109845,0.28002214,0.8379132,0.76248264
37,0.1905526,0.12328619,0.70638734,0.5077373
38,0.28160486,0.20144084,0.45562196,0.37084946
39,0.57625073,0.1226392,0.6423852,0.22586933
40,0.6076327,0.14032896,0.70549524,0.25377986
41,0.34476966,0.13593717,0.61652434,0.44492102
42,0.27892458,0.24263172,0.41521478,0.35288087
43,0.14562897,0.08417709,0.7810522,0.64885014
44,0.67303574,0.25127372,0.7786031,0.38593963
45,0.18326305,0.13126682,0.6413709,0.52938336
46,0.13419715,0.24466433,0.31581044,0.3603978
47,0.54590535,0.57957613,0.7071513,0.7770637
48,0.2253541,0.23121105,0.40623575,0.36605734
49,0.68801516,0.27528346,0.9566626,0.856333
50,0.60537404,0.14363717,0.8947155,0.71317315
51,0.6041267,0.12253702,0.76274955,0.3991731
52,0.13006286,0.24397153,0.30138376,0.33862868
53,0.6367932,0.22836465,0.94204986,0.7102093
54,0.59866273,0.071618386,0.9513555,0.8680162
55,0.23434891,0.35039696,0.46114486,0.5143702
56,0.19283003,0.1264874,0.6702214,0.5224995
57,0.16468835,0.0902502,0.7955276,0.508436
58,0.5412134,0.5813153,0.7198574,0.76667386
59,0.7375314,0.27921999,0.9127766,0.5641823
60,0.64916766,0.8485049,0.9456531,0.98269725
61,0.14082512,0.11526817,0.79502577,0.6232188
62,0.7998946,0.3054521,1.0,0.9960379
63,0.61132437,0.04760082,0.9914019,0.9116722
64,0.6155951,0.13902281,0.8649222,0.66018665
65,0.58627206,0.11935887,0.7163264,0.2828368
66,0.6409028,0.18570216,0.7930421,0.4473
67,0.36492193,0.09804501,0.9319727,0.9408719
68,0.81006175,0.3698288,0.9897255,0.9442909
69,0.0,0.012828751,0.7077036,0.7743757
70,0.26835036,0.21341987,0.43930173,0.3711082
71,0.1703831,0.23879886,0.3705889,0.35640663
72,0.64952666,0.2255835,0.8154015,0.5599981
73,0.5983893,0.1271526,0.7540047,0.3789042
74,0.90711945,0.011421165,0.99304456,0.32767978
75,0.6071153,0.17825587,0.9356663,0.7179727
76,0.65707624,0.26937896,0.9802427,0.9881604
77,0.5948179,0.12959054,0.6789397,0.23947191
78,0.5856677,0.030165901,0.96843284,0.8345117
79,0.79491305,0.3159653,1.0,1.0
80,0.5854066,0.12576726,0.7174466,0.26615313
81,0.31191683,0.01644951,0.9458069,0.84474075
82,0.73995847,0.2793192,0.90904725,0.5403971
83,0.6408793,0.8472253,0.91568464,0.9872801
84,0.5580933,0.5682669,0.72251034,0.7888018
85,0.3449409,0.1409594,0.6275521,0.26826575
86,0.8905782,0.4350043,0.99092245,0.75116134
87,0.5798251,0.11623701,0.7205716,0.2665473
88,0.57868236,0.117473826,0.6569873,0.2384774
89,0.63780963,0.22984794,0.9401512,0.7603365
90,0.5769551,0.0,0.9786103,0.9867686
91,0.29522523,0.23933023,0.42773277,0.3569647
92,0.49155062,0.31147832,1.0,0.99259657
93,0.5857253,0.12164891,0.6677967,0.23563075
94,0.58203423,0.13390431,0.6931823,0.24263382
95,0.64151955,0.8570619,0.9003473,0.9797348
96,0.1590381,0.08376047,0.8879773,0.7070798
97,0.57505167,0.111842535,0.6441518,0.24563709
98,0.5373282,0.0061107255,0.9603355,0.8381752
99,0.57369214,0.13624917,0.7130005,0.3515653
