,a
0,0.76750064
1,0.7046004
2,0.64738953
3,0.5287928
4,0.40070784
5,0.30126426
6,0.25909713
7,0.23413192
8,0.18145898
9,0.16603035
10,0.16502856
11,0.13935716
12,0.12453094
13,0.09828016
14,0.09391983
15,0.09192788
16,0.07803166
17,0.07296093
18,0.070756845
19,0.06974796
20,0.06800184
21,0.06298311
22,0.062222075
23,0.05641921
24,0.05411123
25,0.053989653
26,0.051497493
27,0.051315047
28,0.051202986
29,0.050153315
30,0.049040683
31,0.048511375
32,0.048286036
33,0.047633287
34,0.04375355
35,0.04314425
36,0.043069873
37,0.039895907
38,0.039126534
39,0.037147325
40,0.036617573
41,0.036341984
42,0.035118908
43,0.030791227
44,0.030328048
45,0.030248215
46,0.029994166
47,0.028530577
48,0.028193323
49,0.025728133
50,0.024793332
51,0.024538906
52,0.023867793
53,0.02356533
54,0.023479355
55,0.023083968
56,0.020450993
57,0.020344589
58,0.020227449
59,0.019896597
60,0.019799097
61,0.019627808
62,0.019428847
63,0.01941509
64,0.019318068
65,0.019042011
66,0.018715192
67,0.01780124
68,0.016642317
69,0.01621704
70,0.016163284
71,0.015266452
72,0.015157922
73,0.014670737
74,0.014601314
75,0.014505552
76,0.014289982
77,0.014059627
78,0.014052678
79,0.013796938
80,0.013730723
81,0.013286465
82,0.013006518
83,0.012896747
84,0.012877109
85,0.012876238
86,0.01283551
87,0.012621467
88,0.012602948
89,0.012198224
90,0.012133043
91,0.011925202
92,0.011643524
93,0.011463944
94,0.011389089
95,0.011366688
96,0.011190081
97,0.010868221
98,0.010170418
99,0.010156589
