,a
0,b'Person'
1,b'Human hand'
2,b'Human hand'
3,b'Person'
4,b'Human hand'
5,b'Human hand'
6,b'Human face'
7,b'Clothing'
8,b'Human face'
9,b'Human hand'
10,b'Human hand'
11,b'Human hand'
12,b'Human hand'
13,b'Human arm'
14,b'Person'
15,b'Human arm'
16,b'Person'
17,b'Human hand'
18,b'Human hand'
19,b'Cosmetics'
20,b'Human face'
21,b'Man'
22,b'Human hand'
23,b'Human face'
24,b'Human hand'
25,b'Person'
26,b'Human arm'
27,b'Human hand'
28,b'Clothing'
29,b'Human face'
30,b'Fashion accessory'
31,b'Human arm'
32,b'Human hand'
33,b'Animal'
34,b'Clothing'
35,b'Human hand'
36,b'Boy'
37,b'Auto part'
38,b'Human hand'
39,b'Human hand'
40,b'Clothing'
41,b'Person'
42,b'Human face'
43,b'Person'
44,b'Human hand'
45,b'Human hand'
46,b'Person'
47,b'Human hand'
48,b'Human arm'
49,b'Person'
50,b'Human face'
51,b'Human face'
52,b'Human hand'
53,b'Clothing'
54,b'Human arm'
55,b'Human arm'
56,b'Human face'
57,b'Human head'
58,b'Human face'
59,b'Clothing'
60,b'Cosmetics'
61,b'Clothing'
62,b'Human head'
63,b'Cat'
64,b'Woman'
65,b'Man'
66,b'Person'
67,b'Girl'
68,b'Human face'
69,b'Tableware'
70,b'Clothing'
71,b'Person'
72,b'Clothing'
73,b'Clothing'
74,b'Human nose'
75,b'Towel'
76,b'Human face'
77,b'Clothing'
78,b'Mammal'
79,b'Human hair'
80,b'Human arm'
81,b'Human face'
82,b'Tool'
83,b'Person'
84,b'Person'
85,b'Human hand'
86,b'Human foot'
87,b'Handgun'
88,b'Fashion accessory'
89,b'Human arm'
90,b'Weapon'
91,b'Animal'
92,b'Human arm'
93,b'Human arm'
94,b'Office supplies'
95,b'Human arm'
96,b'Human hair'
97,b'Girl'
98,b'Medical equipment'
99,b'Human hair'
