,a,b,c,d
0,0.5895451,0.41501808,0.98077285,0.95412344
1,0.12714645,0.6836511,0.97673506,0.9935567
2,0.052493937,0.07971492,0.29440248,0.20183277
3,0.21956486,0.3058293,0.36933607,0.38459742
4,0.09803167,0.9476506,0.32736224,0.9986236
5,0.18145254,0.19113474,1.0,0.51223224
6,0.3950914,0.2063183,1.0,0.52512383
7,0.24846274,0.0038871001,0.9928211,0.29710373
8,0.021819307,0.01810339,0.9897089,0.34996346
9,0.33990094,0.8155589,0.9868459,1.0
10,0.19375159,0.1978818,0.9956285,0.5332472
11,0.028791403,0.017436761,0.9925282,0.309412
12,0.38228664,0.9014491,0.79813796,1.0
13,0.100975595,0.6953491,0.9569601,0.9903631
14,0.5888254,0.39691797,0.71472615,0.5473009
15,0.37068397,0.19047727,1.0,0.411966
16,0.07971914,0.07336481,0.9867283,0.4682946
17,0.041204426,0.0061365888,0.9968732,0.34457028
18,0.25490445,0.013009805,0.9924646,0.28706992
19,0.8102059,0.72781277,1.0,1.0
20,0.58618367,0.39617828,0.7227264,0.54193234
21,0.14013693,0.46824226,0.99812675,0.97311664
22,0.3066144,0.068828106,1.0,0.46166548
23,0.64922106,0.4513561,0.98224914,0.9375205
24,0.112207845,0.68484783,0.9676215,0.99380124
25,0.14860871,0.55306655,1.0,0.97450435
26,0.067909956,0.83673704,0.9600005,0.99180675
27,0.14695852,0.1785098,0.97396344,0.41940093
28,0.5278031,0.73214066,0.9831649,1.0
29,0.08009369,0.049765337,0.9905925,0.45918328
30,0.6249885,0.53008074,0.66543365,0.6383744
31,0.59792805,0.3761691,0.735309,0.55454624
32,0.43413505,0.68190587,0.5238381,0.7532343
33,0.0049079643,0.0,0.26174888,0.17217284
34,0.40822402,0.6760995,0.55693537,0.8852212
35,0.37748313,0.18027028,0.9973448,0.41737068
36,0.20120697,0.24544828,0.41724446,0.3869795
37,0.52009225,0.7486018,0.98940176,1.0
38,0.34900853,0.12917003,0.9408179,0.37383476
39,0.5954535,0.5251012,0.6430393,0.6179816
40,0.0,0.15391433,0.9939889,0.99262655
41,0.12572846,0.2089151,0.99942875,0.78284353
42,0.51992106,0.747279,0.99727666,1.0
43,0.53797555,0.34017333,0.981444,0.957697
44,0.61227554,0.5245583,0.65432215,0.62905234
45,0.20635928,0.19149439,0.9937606,0.5270857
46,0.59452325,0.39991868,0.70728403,0.5364416
47,0.4839409,0.21383636,0.9772524,0.9936524
48,0.13827284,0.1668125,0.98001224,0.40875107
49,0.19459397,0.26754618,0.37801775,0.38737816
50,0.42878383,0.90348446,0.59845495,0.9925003
51,0.5856558,0.52220064,0.63131106,0.60897243
52,0.65029997,0.41060364,0.7184823,0.55084103
53,0.15726139,0.66456693,0.6316014,0.9958148
54,0.033131663,0.0035443685,0.99032617,0.34913406
55,0.13687418,0.07871067,0.9943335,0.58614886
56,0.3785955,0.90322477,0.6901524,0.9989607
57,0.09250112,0.8147531,1.0,0.99519104
58,0.19601908,0.23387997,0.44793966,0.39853048
59,0.009569041,0.0005123043,0.29330355,0.19785476
60,0.076956786,0.8415838,0.94526523,0.9945786
61,0.14196844,0.07642053,0.9842159,0.55853677
62,0.7180572,0.6801633,1.0,0.9896061
63,0.7211816,0.46823522,0.98097384,0.9535259
64,0.6057083,0.7356546,0.6527957,0.7910234
65,0.51267236,0.73357207,0.987783,1.0
66,0.7294277,0.94605184,0.9219865,0.998818
67,0.6084633,0.5348096,0.6536515,0.6288143
68,0.5867837,0.41153038,0.6854611,0.51656246
69,0.18316086,0.67662305,0.96707743,0.99992734
70,0.15975526,0.54316694,0.99979126,0.9549472
71,0.25301027,0.84683585,0.85032636,1.0
72,0.33254033,0.67517173,0.56298,0.9874862
73,0.19196922,0.23489901,0.44182917,0.40246263
74,0.51624095,0.3442793,0.97550863,0.9764877
75,0.5927957,0.5288132,0.6392683,0.6069715
76,0.62296236,0.5442868,0.66329235,0.6344853
77,0.33412817,0.009638109,0.7942053,0.27562487
78,0.5995663,0.5883869,0.640601,0.66014904
79,0.17223445,0.20901307,1.0,0.5123706
80,0.30992562,0.09080263,1.0,0.4624446
81,0.65840894,0.7426126,0.75567335,0.80060714
82,0.00990743,0.001381092,1.0,0.31661963
83,0.22599,0.0,0.9327761,0.30200997
84,0.6072954,0.80619484,0.70660233,0.89070195
85,0.14034969,0.2240591,1.0,0.78803784
86,0.2546128,0.95555466,0.28844568,0.97950363
87,0.25617316,0.73167926,0.9772766,1.0
88,0.34812388,0.37318745,0.4152684,0.4355028
89,0.59503585,0.3785218,0.7308025,0.56202465
90,0.6045173,0.7617382,0.7379919,0.9297355
91,0.538173,0.38177407,1.0,0.97287285
92,0.635315,0.4483828,0.9811021,0.9292878
93,0.6489741,0.40714827,0.71366316,0.5521356
94,0.60766155,0.6583073,0.72829366,0.7313043
95,0.5746307,0.5169722,0.6206088,0.60480595
96,0.40497985,0.19879882,0.9786827,0.42170528
97,0.23651025,0.006803589,0.969268,0.2872341
98,0.39548036,0.90590584,0.75231165,1.0
99,0.20343038,0.1698095,0.99997234,0.52651155
