,a
0,b'Human face'
1,b'Woman'
2,b'Jeans'
3,b'Bed'
4,b'Clothing'
5,b'Shelf'
6,b'Clothing'
7,b'Clothing'
8,b'Cupboard'
9,b'House'
10,b'Dress'
11,b'Furniture'
12,b'Shelf'
13,b'Girl'
14,b'Person'
15,b'Shelf'
16,b'Furniture'
17,b'Window'
18,b'Cabinetry'
19,b'Power plugs and sockets'
20,b'Wardrobe'
21,b'Shelf'
22,b'Shelf'
23,b'Cabinetry'
24,b'Shelf'
25,b'Shelf'
26,b'Bathroom accessory'
27,b'Furniture'
28,b'Human head'
29,b'Furniture'
30,b'Human hair'
31,b'Human leg'
32,b'Shelf'
33,b'Kitchen appliance'
34,b'Closet'
35,b'Girl'
36,b'Cabinetry'
37,b'Bed'
38,b'Light switch'
39,b'House'
40,b'Countertop'
41,b'Shelf'
42,b'Furniture'
43,b'Human eye'
44,b'Human body'
45,b'Cabinetry'
46,b'Building'
47,b'Medical equipment'
48,b'Shelf'
49,b'Home appliance'
50,b'Shelf'
51,b'Countertop'
52,b'Human hair'
53,b'Dress'
54,b'Human leg'
55,b'Furniture'
56,b'Cupboard'
57,b'Furniture'
58,b'Drawer'
59,b'Shelf'
60,b'Human nose'
61,b'Shelf'
62,b'Closet'
63,b'Shelf'
64,b'Shelf'
65,b'Wardrobe'
66,b'Cabinetry'
67,b'Refrigerator'
68,b'Trousers'
69,b'Cabinetry'
70,b'Doll'
71,b'Door handle'
72,b'Human mouth'
73,b'Kitchen appliance'
74,b'Cabinetry'
75,b'Human eye'
76,b'Human arm'
77,b'Hand dryer'
78,b'Bookcase'
79,b'Cabinetry'
80,b'Shelf'
81,b'Cabinetry'
82,b'Bottle'
83,b'Human arm'
84,b'Human arm'
85,b'Kitchen appliance'
86,b'Shelf'
87,b'Clothing'
88,b'Jacket'
89,b'Toy'
90,b'Cabinetry'
91,b'Furniture'
92,b'Door'
93,b'Coat'
94,b'Shelf'
95,b'Bookcase'
96,b'Cupboard'
97,b'Fashion accessory'
98,b'Door'
99,b'Fashion accessory'
