,a
0,0.6561525
1,0.5422355
2,0.44615903
3,0.29439282
4,0.2671149
5,0.22440377
6,0.20033665
7,0.17308658
8,0.16880935
9,0.12617101
10,0.11912969
11,0.11395099
12,0.09068334
13,0.07520394
14,0.07124151
15,0.07070198
16,0.062915325
17,0.06121346
18,0.060656343
19,0.060544647
20,0.054129723
21,0.04769058
22,0.046185058
23,0.04189546
24,0.040343698
25,0.038933888
26,0.03845279
27,0.037616696
28,0.03651555
29,0.03536466
30,0.03400137
31,0.0330286
32,0.032474235
33,0.031230679
34,0.03061212
35,0.029227268
36,0.028383426
37,0.02812464
38,0.026445823
39,0.025611501
40,0.025500165
41,0.025421117
42,0.025386097
43,0.02466698
44,0.024644895
45,0.024283674
46,0.023707213
47,0.02315337
48,0.021720985
49,0.01951697
50,0.019235168
51,0.018159045
52,0.017850295
53,0.017531676
54,0.017134447
55,0.017005296
56,0.016897865
57,0.016280856
58,0.015891945
59,0.015693283
60,0.015588398
61,0.015347267
62,0.014978353
63,0.014562251
64,0.013711245
65,0.013694877
66,0.013539007
67,0.013468791
68,0.013062005
69,0.013028155
70,0.012981373
71,0.012961112
72,0.012591614
73,0.012553683
74,0.012337545
75,0.012152275
76,0.01207527
77,0.011418743
78,0.010840563
79,0.010594099
80,0.010469465
81,0.010379334
82,0.010263936
83,0.009639316
84,0.009595941
85,0.0092424685
86,0.009052368
87,0.009021901
88,0.009017568
89,0.008888406
90,0.008603601
91,0.008602132
92,0.008550269
93,0.008316331
94,0.008012497
95,0.008005719
96,0.007998774
97,0.007924526
98,0.007703405
99,0.007681777
