,a
0,b'Dog'
1,b'Person'
2,b'Human face'
3,b'Person'
4,b'Human face'
5,b'Clothing'
6,b'Clothing'
7,b'Person'
8,b'Human face'
9,b'Human face'
10,b'Clothing'
11,b'Person'
12,b'Clothing'
13,b'Dog'
14,b'Human face'
15,b'Man'
16,b'Human face'
17,b'Clothing'
18,b'Human face'
19,b'Human face'
20,b'Clothing'
21,b'Human face'
22,b'Person'
23,b'Clothing'
24,b'Clothing'
25,b'Human face'
26,b'Human face'
27,b'Human hand'
28,b'Mammal'
29,b'Human face'
30,b'Carnivore'
31,b'Human face'
32,b'Human hand'
33,b'Animal'
34,b'Human arm'
35,b'Person'
36,b'Person'
37,b'Human head'
38,b'Man'
39,b'Human hand'
40,b'Human face'
41,b'Man'
42,b'Clothing'
43,b'Human hand'
44,b'Human arm'
45,b'Human arm'
46,b'Human hand'
47,b'Human face'
48,b'Toy'
49,b'Boy'
50,b'Clothing'
51,b'Human head'
52,b'Mammal'
53,b'Human head'
54,b'Human head'
55,b'Human hand'
56,b'Clothing'
57,b'Human hand'
58,b'Human hand'
59,b'Clothing'
60,b'Person'
61,b'Cat'
62,b'Man'
63,b'Woman'
64,b'Boy'
65,b'Person'
66,b'Clothing'
67,b'Woman'
68,b'Human head'
69,b'Mammal'
70,b'Person'
71,b'Man'
72,b'Girl'
73,b'Girl'
74,b'Human face'
75,b'Human arm'
76,b'Human face'
77,b'Human arm'
78,b'Furniture'
79,b'Mammal'
80,b'Horse'
81,b'Human face'
82,b'Human arm'
83,b'Human hair'
84,b'Human head'
85,b'Mammal'
86,b'Human hand'
87,b'Woman'
88,b'Mammal'
89,b'Person'
90,b'Carnivore'
91,b'Animal'
92,b'Human face'
93,b'Human arm'
94,b'Human face'
95,b'Person'
96,b'Human arm'
97,b'Human body'
98,b'Human arm'
99,b'Boy'
