,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Clothing'
4,b'Girl'
5,b'Door'
6,b'Human hair'
7,b'Dress'
8,b'Dress'
9,b'Human head'
10,b'Human eye'
11,b'Door'
12,b'Doll'
13,b'Human arm'
14,b'House'
15,b'Person'
16,b'House'
17,b'Shirt'
18,b'Human body'
19,b'Human mouth'
20,b'Human arm'
21,b'Door'
22,b'Window'
23,b'Human eye'
24,b'Human hair'
25,b'Door'
26,b'Trousers'
27,b'Building'
28,b'Porch'
29,b'Human nose'
30,b'Human arm'
31,b'Human arm'
32,b'Window'
33,b'Human eye'
34,b'Human arm'
35,b'Mammal'
36,b'Curtain'
37,b'Fashion accessory'
38,b'Mirror'
39,b'Human eye'
40,b'Human head'
41,b'Window'
42,b'Window'
43,b'Poster'
44,b'Skirt'
45,b'Building'
46,b'House'
47,b'Building'
48,b'Furniture'
49,b'Human arm'
50,b'Jacket'
51,b'Picture frame'
52,b'Human eye'
53,b'Human leg'
54,b'Window'
55,b'Fashion accessory'
56,b'Door'
57,b'Window'
58,b'Fashion accessory'
59,b'Door'
60,b'Human nose'
61,b'Fashion accessory'
62,b'Countertop'
63,b'Human mouth'
64,b'Toy'
65,b'Shorts'
66,b'Human hand'
67,b'Swimwear'
68,b'Miniskirt'
69,b'Poster'
70,b'Human leg'
71,b'Picture frame'
72,b'Coat'
73,b'Picture frame'
74,b'Glasses'
75,b'Sports uniform'
76,b'Porch'
77,b'Door'
78,b'Picture frame'
79,b'Human hair'
80,b'Window'
81,b'Chair'
82,b'Jeans'
83,b'Poster'
84,b'Flower'
85,b'Suit'
86,b'Furniture'
87,b'Human hair'
88,b'Person'
89,b'Window'
90,b'Door'
91,b'Sculpture'
92,b'Office building'
93,b'Suit'
94,b'Furniture'
95,b'Building'
96,b'Cabinetry'
97,b'Building'
98,b'House'
99,b'Human mouth'
