,a
0,b'Dog'
1,b'Dog'
2,b'Cattle'
3,b'Clothing'
4,b'Human hand'
5,b'Bull'
6,b'Person'
7,b'Carnivore'
8,b'Clothing'
9,b'Pig'
10,b'Human arm'
11,b'Human arm'
12,b'Human arm'
13,b'Mammal'
14,b'Person'
15,b'Human arm'
16,b'Human hand'
17,b'Animal'
18,b'Human hand'
19,b'Human hand'
20,b'Human hand'
21,b'Person'
22,b'Human hand'
23,b'Person'
24,b'Human hand'
25,b'Person'
26,b'Clothing'
27,b'Footwear'
28,b'Person'
29,b'Clothing'
30,b'Human arm'
31,b'Person'
32,b'Clothing'
33,b'Clothing'
34,b'Human arm'
35,b'Horse'
36,b'Human arm'
37,b'Human hand'
38,b'Human hand'
39,b'Man'
40,b'Clothing'
41,b'Carnivore'
42,b'Human leg'
43,b'Dog'
44,b'Mammal'
45,b'Human hand'
46,b'Human arm'
47,b'Human hand'
48,b'Cattle'
49,b'Clothing'
50,b'Human hand'
51,b'Pig'
52,b'Human arm'
53,b'Clothing'
54,b'Human arm'
55,b'Dog'
56,b'Human arm'
57,b'Pig'
58,b'Human leg'
59,b'Human hand'
60,b'Clothing'
61,b'Bear'
62,b'Man'
63,b'Human arm'
64,b'Human hand'
65,b'Human face'
66,b'Clothing'
67,b'Human hand'
68,b'Dog'
69,b'Carnivore'
70,b'Clothing'
71,b'Goat'
72,b'Person'
73,b'Human arm'
74,b'Food'
75,b'Person'
76,b'Person'
77,b'Human arm'
78,b'Mammal'
79,b'Bull'
80,b'Human arm'
81,b'Man'
82,b'Human hand'
83,b'Toy'
84,b'Man'
85,b'Cattle'
86,b'Clothing'
87,b'Human leg'
88,b'Clothing'
89,b'Human arm'
90,b'Human hand'
91,b'Mammal'
92,b'Rhinoceros'
93,b'Clothing'
94,b'Human arm'
95,b'Human arm'
96,b'Man'
97,b'Human arm'
98,b'Footwear'
99,b'Dog'
