,a
0,b'Clothing'
1,b'Curtain'
2,b'Curtain'
3,b'Curtain'
4,b'Curtain'
5,b'Clothing'
6,b'Wine'
7,b'Bottle'
8,b'Curtain'
9,b'Rocket'
10,b'Curtain'
11,b'Bed'
12,b'Flag'
13,b'Closet'
14,b'Clothing'
15,b'Clothing'
16,b'Tent'
17,b'Rocket'
18,b'Land vehicle'
19,b'Curtain'
20,b'Furniture'
21,b'Furniture'
22,b'Clothing'
23,b'Bed'
24,b'Clothing'
25,b'Clothing'
26,b'Flag'
27,b'Human face'
28,b'Drink'
29,b'Medical equipment'
30,b'Furniture'
31,b'Land vehicle'
32,b'Toy'
33,b'Clothing'
34,b'Clothing'
35,b'Clothing'
36,b'Boot'
37,b'Person'
38,b'Shelf'
39,b'Flag'
40,b'House'
41,b'Weapon'
42,b'Toy'
43,b'Furniture'
44,b'Flag'
45,b'Furniture'
46,b'Person'
47,b'Boat'
48,b'Bed'
49,b'Window'
50,b'Wardrobe'
51,b'Person'
52,b'Person'
53,b'Umbrella'
54,b'Umbrella'
55,b'Medical equipment'
56,b'Clothing'
57,b'Skateboard'
58,b'Curtain'
59,b'Furniture'
60,b'Building'
61,b'Fashion accessory'
62,b'Weapon'
63,b'Table'
64,b'Closet'
65,b'Missile'
66,b'Umbrella'
67,b'Office supplies'
68,b'Window'
69,b'Clothing'
70,b'Clothing'
71,b'Clothing'
72,b'Musical instrument'
73,b'Person'
74,b'Vehicle'
75,b'Window'
76,b'Vehicle'
77,b'Furniture'
78,b'Aircraft'
79,b'Person'
80,b'Auto part'
81,b'Bow and arrow'
82,b'Medical equipment'
83,b'Furniture'
84,b'Flag'
85,b'Shelf'
86,b'Rocket'
87,b'Weapon'
88,b'Clothing'
89,b'Clothing'
90,b'Footwear'
91,b'Bed'
92,b'Vehicle'
93,b'Bed'
94,b'Bowling equipment'
95,b'Medical equipment'
96,b'Clothing'
97,b'Guitar'
98,b'Clothing'
99,b'Land vehicle'
