,a
0,0.8471505
1,0.7315644
2,0.7169206
3,0.346163
4,0.33673197
5,0.33237195
6,0.32370394
7,0.29161265
8,0.19223388
9,0.17989212
10,0.17170417
11,0.1620885
12,0.1452002
13,0.13750318
14,0.066383
15,0.06344195
16,0.042906173
17,0.04286446
18,0.041855786
19,0.03949102
20,0.036730226
21,0.036610387
22,0.034898996
23,0.03333633
24,0.026612338
25,0.025464004
26,0.024119647
27,0.023449734
28,0.02190183
29,0.02179107
30,0.021781558
31,0.018963998
32,0.01842351
33,0.017523633
34,0.016278544
35,0.015147043
36,0.014784402
37,0.014407955
38,0.01374904
39,0.012665943
40,0.012533629
41,0.012312418
42,0.01150893
43,0.01150502
44,0.01128359
45,0.01015935
46,0.009542638
47,0.009413783
48,0.009408398
49,0.009204767
50,0.009126835
51,0.0084715905
52,0.008379326
53,0.008194582
54,0.008101441
55,0.007906715
56,0.0074245767
57,0.0063877213
58,0.0062899813
59,0.006284801
60,0.0061436323
61,0.006070775
62,0.005859777
63,0.0058139116
64,0.005730787
65,0.0055810274
66,0.005457839
67,0.005437633
68,0.0053527863
69,0.0051909722
70,0.0051459596
71,0.0050832843
72,0.0049156784
73,0.0048688026
74,0.0048435354
75,0.0048199445
76,0.004810485
77,0.0047796164
78,0.004323309
79,0.00426478
80,0.0041501326
81,0.0040703234
82,0.0038536827
83,0.0037697398
84,0.0037536481
85,0.0037126455
86,0.0035885917
87,0.003521694
88,0.0034763399
89,0.0034644199
90,0.0032496883
91,0.0032456946
92,0.0032171153
93,0.0031689692
94,0.0031073757
95,0.0030800998
96,0.002895614
97,0.002660973
98,0.0026496698
99,0.0025514294
