,a
0,b'Food'
1,b'Human hand'
2,b'Person'
3,b'Human hand'
4,b'Food'
5,b'Snack'
6,b'Person'
7,b'Dessert'
8,b'Food'
9,b'Person'
10,b'Food'
11,b'Person'
12,b'Food'
13,b'Human hand'
14,b'Human arm'
15,b'Food'
16,b'Wok'
17,b'Frying pan'
18,b'Human hand'
19,b'Human arm'
20,b'Person'
21,b'Ice cream'
22,b'Food'
23,b'Clothing'
24,b'Human hand'
25,b'Dessert'
26,b'Human arm'
27,b'Food'
28,b'Fast food'
29,b'Human hand'
30,b'Clothing'
31,b'Food'
32,b'Food'
33,b'Human hand'
34,b'Tableware'
35,b'Baked goods'
36,b'Food'
37,b'Food'
38,b'Snack'
39,b'Dairy'
40,b'Man'
41,b'Human hand'
42,b'Dairy'
43,b'Food'
44,b'Human hand'
45,b'Clothing'
46,b'Food'
47,b'Clothing'
48,b'Kitchen appliance'
49,b'Kitchen utensil'
50,b'Table'
51,b'Mammal'
52,b'Man'
53,b'Dessert'
54,b'Dairy'
55,b'Human hand'
56,b'Snack'
57,b'Clothing'
58,b'Food'
59,b'Slow cooker'
60,b'Baked goods'
61,b'Human hand'
62,b'Cake'
63,b'Human hand'
64,b'Human hand'
65,b'Food'
66,b'Person'
67,b'Clothing'
68,b'Food'
69,b'Clothing'
70,b'Human arm'
71,b'Snack'
72,b'Human hand'
73,b'Food'
74,b'Fast food'
75,b'Clothing'
76,b'Clothing'
77,b'Tableware'
78,b'Human hand'
79,b'Food'
80,b'Bread'
81,b'Snack'
82,b'Man'
83,b'Human hand'
84,b'Fast food'
85,b'Human arm'
86,b'Table'
87,b'Human body'
88,b'Snack'
89,b'Baked goods'
90,b'Human hand'
91,b'Human leg'
92,b'Flower'
93,b'Human arm'
94,b'Mammal'
95,b'Human hand'
96,b'Dessert'
97,b'Fast food'
98,b'Tableware'
99,b'Baked goods'
