,a
0,b'Bottle'
1,b'Lamp'
2,b'Clothing'
3,b'Furniture'
4,b'Fashion accessory'
5,b'Table'
6,b'Lantern'
7,b'Desk'
8,b'Lamp'
9,b'Lamp'
10,b'Person'
11,b'Human arm'
12,b'Light bulb'
13,b'Perfume'
14,b'Lamp'
15,b'Clothing'
16,b'Lamp'
17,b'Lantern'
18,b'Lantern'
19,b'Light bulb'
20,b'Clothing'
21,b'Lamp'
22,b'Human hand'
23,b'Furniture'
24,b'Drink'
25,b'Clothing'
26,b'Human hand'
27,b'Fashion accessory'
28,b'Fashion accessory'
29,b'Personal care'
30,b'Soap dispenser'
31,b'Lantern'
32,b'Medical equipment'
33,b'Person'
34,b'Fashion accessory'
35,b'Sports equipment'
36,b'Cosmetics'
37,b'Human arm'
38,b'Light bulb'
39,b'Lamp'
40,b'Toy'
41,b'Crown'
42,b'Light bulb'
43,b'Lamp'
44,b'Light bulb'
45,b'Beaker'
46,b'Fashion accessory'
47,b'Light bulb'
48,b'Clothing'
49,b'Clothing'
50,b'Tableware'
51,b'Street light'
52,b'Human arm'
53,b'Human leg'
54,b'Clothing'
55,b'Furniture'
56,b'Man'
57,b'Furniture'
58,b'Helmet'
59,b'Fashion accessory'
60,b'Wine glass'
61,b'Chair'
62,b'Toothbrush'
63,b'Human hand'
64,b'Lamp'
65,b'Human hand'
66,b'Sculpture'
67,b'Auto part'
68,b'Tent'
69,b'Table'
70,b'Mammal'
71,b'Dice'
72,b'Human leg'
73,b'Light bulb'
74,b'Candle'
75,b'Light bulb'
76,b'Vase'
77,b'Human body'
78,b'Light bulb'
79,b'Umbrella'
80,b'Toy'
81,b'Human head'
82,b'Furniture'
83,b'Salt and pepper shakers'
84,b'Furniture'
85,b'Building'
86,b'Musical instrument'
87,b'Furniture'
88,b'Furniture'
89,b'Fashion accessory'
90,b'Furniture'
91,b'Chair'
92,b'Human hair'
93,b'Boat'
94,b'Clothing'
95,b'Fashion accessory'
96,b'Lamp'
97,b'Person'
98,b'Vehicle'
99,b'Human head'
