,a
0,b'Clothing'
1,b'Person'
2,b'Clothing'
3,b'Human hand'
4,b'Human face'
5,b'Camera'
6,b'Man'
7,b'Footwear'
8,b'Human arm'
9,b'Person'
10,b'Car'
11,b'Bicycle helmet'
12,b'Man'
13,b'Person'
14,b'Man'
15,b'Human arm'
16,b'Mobile phone'
17,b'Clothing'
18,b'Person'
19,b'Human arm'
20,b'Jacket'
21,b'Vehicle'
22,b'Human face'
23,b'Car'
24,b'Car'
25,b'Car'
26,b'Human hand'
27,b'Helmet'
28,b'Person'
29,b'Clothing'
30,b'Land vehicle'
31,b'Window'
32,b'Window'
33,b'Clothing'
34,b'Woman'
35,b'Land vehicle'
36,b'Suit'
37,b'Human body'
38,b'Guitar'
39,b'Car'
40,b'Human hand'
41,b'Man'
42,b'Human arm'
43,b'Human hand'
44,b'Car'
45,b'Human body'
46,b'Human hand'
47,b'Human arm'
48,b'Weapon'
49,b'Land vehicle'
50,b'Mammal'
51,b'Helmet'
52,b'Human head'
53,b'Helmet'
54,b'Vehicle'
55,b'Human face'
56,b'Fashion accessory'
57,b'Vehicle'
58,b'Human head'
59,b'Auto part'
60,b'Girl'
61,b'Person'
62,b'Musical instrument'
63,b'Car'
64,b'Woman'
65,b'Clothing'
66,b'Mammal'
67,b'Jacket'
68,b'Auto part'
69,b'Helmet'
70,b'Human face'
71,b'Vehicle'
72,b'Car'
73,b'Human arm'
74,b'Computer mouse'
75,b'Clothing'
76,b'Human arm'
77,b'Cosmetics'
78,b'Car'
79,b'Human head'
80,b'Human arm'
81,b'Car'
82,b'Human face'
83,b'Human head'
84,b'Person'
85,b'Hiking equipment'
86,b'Land vehicle'
87,b'Human leg'
88,b'Man'
89,b'Human arm'
90,b'Human face'
91,b'Clothing'
92,b'Auto part'
93,b'Man'
94,b'Boot'
95,b'Medical equipment'
96,b'Watch'
97,b'Human face'
98,b'Human face'
99,b'Land vehicle'
