,a
0,0.6014594
1,0.554398
2,0.46396577
3,0.44851646
4,0.21400586
5,0.20957428
6,0.12830006
7,0.10949238
8,0.07083146
9,0.06820556
10,0.053339716
11,0.044929065
12,0.044651065
13,0.0445943
14,0.043403465
15,0.041081164
16,0.038621526
17,0.03830259
18,0.036233403
19,0.034100562
20,0.033541236
21,0.032803673
22,0.0315609
23,0.029086174
24,0.02767299
25,0.026443763
26,0.025676994
27,0.024780136
28,0.024627903
29,0.02225867
30,0.020753063
31,0.020648368
32,0.019840032
33,0.017676547
34,0.017588653
35,0.015550178
36,0.0153890895
37,0.014379228
38,0.014256371
39,0.014227185
40,0.013714296
41,0.012193414
42,0.012010684
43,0.010918096
44,0.0106204385
45,0.010536409
46,0.009863773
47,0.009348535
48,0.009319814
49,0.009019741
50,0.0090027815
51,0.0088304365
52,0.008797893
53,0.008157769
54,0.008146024
55,0.008066676
56,0.0079570785
57,0.007883785
58,0.007558224
59,0.0075383973
60,0.0074392715
61,0.007108365
62,0.0070951763
63,0.006862889
64,0.0068469606
65,0.006685025
66,0.0065084784
67,0.0061901463
68,0.006129068
69,0.0060539963
70,0.006044769
71,0.005994133
72,0.0059728823
73,0.0059205377
74,0.005815817
75,0.0057933284
76,0.005612087
77,0.005581664
78,0.005241607
79,0.005209939
80,0.0051231864
81,0.0050482964
82,0.0049813697
83,0.0049232915
84,0.0048716455
85,0.0048268884
86,0.004600033
87,0.0045388807
88,0.004474199
89,0.004351468
90,0.00420197
91,0.0041973316
92,0.00414527
93,0.0041100355
94,0.0040745246
95,0.0039431625
96,0.003934344
97,0.0038436938
98,0.0038084232
99,0.0036994047
