,a
0,0.96722054
1,0.70437336
2,0.6116219
3,0.42027485
4,0.3460789
5,0.23820034
6,0.22467452
7,0.19498827
8,0.1487615
9,0.14762329
10,0.13372551
11,0.11600433
12,0.10600301
13,0.09100505
14,0.07715733
15,0.03632417
16,0.035498
17,0.034503765
18,0.034020096
19,0.02648585
20,0.026368774
21,0.026082184
22,0.022788558
23,0.020156229
24,0.018595608
25,0.017673269
26,0.017619863
27,0.016544573
28,0.015638495
29,0.01412073
30,0.012234024
31,0.010682514
32,0.008392259
33,0.008321234
34,0.0076613333
35,0.0073796725
36,0.007284967
37,0.006402219
38,0.006330005
39,0.00580202
40,0.0055480725
41,0.0051833177
42,0.0048336405
43,0.0044661257
44,0.0044576465
45,0.004433821
46,0.0041970895
47,0.00414365
48,0.0040479307
49,0.0039721793
50,0.003865853
51,0.0038610245
52,0.003671502
53,0.0036270933
54,0.0033564002
55,0.0033389905
56,0.0033018887
57,0.0032050742
58,0.0031259295
59,0.0029063404
60,0.0026575057
61,0.002627721
62,0.0026203713
63,0.0026127305
64,0.0025829177
65,0.0025244767
66,0.0024193034
67,0.002395017
68,0.0023607071
69,0.0023549441
70,0.0023241488
71,0.0021550616
72,0.0021279075
73,0.00210978
74,0.002097932
75,0.001961472
76,0.0019106702
77,0.0018992149
78,0.0018305767
79,0.001758023
80,0.0017053887
81,0.001646429
82,0.0016368396
83,0.0015889598
84,0.0015784873
85,0.0015769152
86,0.0015448616
87,0.0015322273
88,0.0015259216
89,0.0014881532
90,0.0014872802
91,0.0014224497
92,0.001407435
93,0.0013841216
94,0.0013785295
95,0.0013599792
96,0.0013525912
97,0.0013459116
98,0.0013348927
99,0.0013344073
