,a
0,b'Man'
1,b'Woman'
2,b'Human face'
3,b'Clothing'
4,b'Man'
5,b'Man'
6,b'Person'
7,b'Footwear'
8,b'Clothing'
9,b'Human face'
10,b'Clothing'
11,b'Clothing'
12,b'Footwear'
13,b'Person'
14,b'Woman'
15,b'Man'
16,b'Human hair'
17,b'Footwear'
18,b'Clothing'
19,b'Man'
20,b'Furniture'
21,b'Jacket'
22,b'Suit'
23,b'Chair'
24,b'Person'
25,b'Clothing'
26,b'Car'
27,b'Person'
28,b'Suit'
29,b'Human hair'
30,b'Human leg'
31,b'Person'
32,b'Human head'
33,b'Toy'
34,b'Trousers'
35,b'Footwear'
36,b'Human leg'
37,b'Jacket'
38,b'Tree'
39,b'Girl'
40,b'Land vehicle'
41,b'Footwear'
42,b'Mammal'
43,b'Human head'
44,b'Clothing'
45,b'Table'
46,b'Trousers'
47,b'Clothing'
48,b'Suit'
49,b'Wheel'
50,b'Human leg'
51,b'Chair'
52,b'Person'
53,b'Coat'
54,b'Furniture'
55,b'Woman'
56,b'Footwear'
57,b'Person'
58,b'Person'
59,b'Plant'
60,b'Furniture'
61,b'Human leg'
62,b'Vehicle'
63,b'Human leg'
64,b'Land vehicle'
65,b'Clothing'
66,b'Mammal'
67,b'Mammal'
68,b'Woman'
69,b'Trousers'
70,b'Tire'
71,b'Mammal'
72,b'Footwear'
73,b'Clothing'
74,b'Mammal'
75,b'Clothing'
76,b'Human body'
77,b'Table'
78,b'Furniture'
79,b'Trousers'
80,b'Window'
81,b'Human head'
82,b'Coat'
83,b'Human body'
84,b'Furniture'
85,b'Human body'
86,b'Human body'
87,b'Boy'
88,b'Human body'
89,b'Clothing'
90,b'Human arm'
91,b'Chair'
92,b'Bench'
93,b'Chair'
94,b'Footwear'
95,b'Clothing'
96,b'Human leg'
97,b'Person'
98,b'Person'
99,b'Chair'
