,a,b,c,d
0,0.16650933,0.47040707,0.31255746,0.54347104
1,0.29871508,0.35489348,0.97225505,0.6812488
2,0.13893509,0.31681436,0.9780465,0.71583074
3,0.62773937,0.81314594,1.0,1.0
4,0.118883364,0.2998781,0.9950145,0.73339397
5,0.0,0.66590554,0.93463564,1.0
6,0.1419673,0.4381032,0.47667176,0.5868236
7,0.61264986,0.41661623,0.9780811,0.65332085
8,0.0,0.65484315,0.93836427,0.99735975
9,0.11862366,0.30633265,0.9915646,0.7175276
10,0.014596405,0.67324424,0.93697715,0.9928936
11,0.6150387,0.4060173,1.0,0.6613584
12,0.03401281,0.648849,0.9611105,0.9925807
13,0.328275,0.9163503,0.47895992,0.9979909
14,0.0,0.0,0.9893388,1.0
15,0.10667631,0.71207464,0.76294273,0.99530095
16,0.0,0.6727557,0.9408205,0.9861876
17,0.35727578,0.43019432,0.5637961,0.60662276
18,0.5007485,0.39838672,0.9873093,0.6687072
19,0.62712914,0.82414633,1.0,0.99936974
20,0.35871282,0.44622463,0.5564661,0.6001747
21,0.36049998,0.5882037,0.60561603,0.7277522
22,0.3086164,0.9079127,0.5733922,0.9963561
23,0.3245655,0.81461453,0.609691,0.9764917
24,0.35568443,0.2896317,0.6228393,0.44727924
25,0.2035477,0.82866585,0.35372847,0.98116446
26,0.0,0.4381602,0.96507245,0.95334244
27,0.23559342,0.65447867,0.5006668,0.6936504
28,0.0,0.49903992,0.97097254,0.96510804
29,0.46276373,0.90139455,0.59482926,1.0
30,0.5835914,0.7483213,0.76662713,1.0
31,0.6077138,0.52430665,1.0,0.6748363
32,0.14294538,0.3233866,0.9821649,0.7276329
33,0.62764436,0.4208997,1.0,0.51781994
34,0.31736043,0.34360877,0.9237242,0.6780805
35,0.14381951,0.45611832,0.32544723,0.5637722
36,0.43212336,0.68264717,0.53163105,0.7645777
37,0.018043773,0.47590163,0.9097982,0.9752839
38,0.5316315,0.78589666,0.94470006,1.0
39,0.51518255,0.69050986,0.7987559,1.0
40,0.34181187,0.59946454,0.6065032,0.6577151
41,0.56888956,0.75113934,0.76111865,1.0
42,0.36933613,0.44239905,0.5652426,0.6049348
43,0.56500477,0.72297233,0.8250679,0.843512
44,0.020364024,0.698169,0.8103084,1.0
45,0.45659342,0.8343225,0.60133046,0.994854
46,0.0,0.66125065,0.9842703,0.97774434
47,0.37091723,0.43908504,0.587361,0.6110918
48,0.4061106,0.6035333,0.5825746,0.75777715
49,0.5467268,0.8004529,0.96594495,1.0
50,0.6246353,0.4419135,0.99276906,0.62687045
51,0.32679754,0.82640743,0.6034448,0.8875102
52,0.060752336,0.7273724,0.7405374,0.98275465
53,0.62856364,0.8139875,1.0,1.0
54,0.000255483,0.29299504,0.9797809,1.0
55,0.1486478,0.45772466,0.28066647,0.55637
56,0.5684841,0.74559987,0.76263255,0.99858356
57,0.33575264,0.31680265,0.7450506,0.6795582
58,0.23955946,0.6437108,0.5858246,0.70011413
59,0.13015537,0.3069237,0.9764034,0.7127886
60,0.7365897,0.7558428,0.8401714,0.8186123
61,0.0,0.6832289,0.93681186,0.989308
62,0.104046576,0.91895276,0.17614858,0.9546769
63,0.43367276,0.60597974,0.5907684,0.71799344
64,0.4435426,0.25515795,0.9798993,0.895139
65,0.14877152,0.44380012,0.38177836,0.5685316
66,0.09529006,0.92432845,0.17934783,0.952397
67,0.07875921,0.5412842,0.9667564,0.97045225
68,0.6231855,0.83078885,0.9873791,0.99876297
69,0.33435106,0.8183082,0.6013193,0.93501043
70,0.28957987,0.3624749,0.9495619,0.6596556
71,0.4909151,0.83088046,0.59160304,0.8750689
72,0.09445915,0.9236211,0.17981406,0.952963
73,0.5168408,0.7003137,0.8258778,0.9892816
74,0.33112165,0.03733898,0.95290995,0.92415065
75,0.03515564,0.44084212,0.9735121,0.98227614
76,0.32623392,0.81988156,0.61734754,0.9331486
77,0.34160966,0.8290401,0.6043889,0.886099
78,0.64641666,0.8160229,1.0,0.99506676
79,0.0,0.49850082,0.9321299,0.9684874
80,0.52557975,0.15198009,1.0,0.9222476
81,0.34695888,0.3584847,0.6385761,0.62225693
82,0.260674,0.49445018,0.28668758,0.533582
83,0.43717155,0.67124426,0.54932535,0.7667022
84,0.04705176,0.7969628,0.18121752,0.9699079
85,0.0,0.12065784,0.9146625,0.9691621
86,0.24996358,0.6184115,0.62665,0.70579064
87,0.08473712,0.6757285,0.90633935,0.9629633
88,0.28115544,0.35165152,0.7824455,0.6787812
89,0.0,0.5567531,1.0,1.0
90,0.41103685,0.61864686,0.6763523,0.7514587
91,0.344108,0.5925347,0.6042873,0.63585
92,0.57806855,0.76986396,0.7226228,1.0
93,0.01809072,0.569251,1.0,0.98437417
94,0.6715652,0.8176485,0.98383427,0.98324186
95,0.21219836,0.5100445,0.23009087,0.5274868
96,0.08372206,0.81706643,0.18363331,0.8836684
97,0.43769166,0.63951635,0.5502354,0.7157221
98,0.20821214,0.4738421,0.22930674,0.48652208
99,0.21789132,0.49762118,0.25466272,0.5181545
