,a
0,b'Person'
1,b'Person'
2,b'Person'
3,b'Human head'
4,b'Person'
5,b'Human hand'
6,b'Man'
7,b'Human arm'
8,b'Person'
9,b'Human hand'
10,b'Person'
11,b'Mammal'
12,b'Toy'
13,b'Human hand'
14,b'Person'
15,b'Human arm'
16,b'Human face'
17,b'Dog'
18,b'Mammal'
19,b'Mammal'
20,b'Animal'
21,b'Human arm'
22,b'Person'
23,b'Mammal'
24,b'Man'
25,b'Human hair'
26,b'Human hand'
27,b'Human hand'
28,b'Animal'
29,b'Human hand'
30,b'Human arm'
31,b'Man'
32,b'Human arm'
33,b'Animal'
34,b'Human hand'
35,b'Mammal'
36,b'Human arm'
37,b'Clothing'
38,b'Person'
39,b'Clothing'
40,b'Clothing'
41,b'Clothing'
42,b'Clothing'
43,b'Human hand'
44,b'Clothing'
45,b'Animal'
46,b'Human body'
47,b'Person'
48,b'Person'
49,b'Human arm'
50,b'Medical equipment'
51,b'Animal'
52,b'Woman'
53,b'Fashion accessory'
54,b'Human arm'
55,b'Man'
56,b'Human arm'
57,b'Human face'
58,b'Clothing'
59,b'Medical equipment'
60,b'Boy'
61,b'Toy'
62,b'Man'
63,b'Human hand'
64,b'Carnivore'
65,b'Person'
66,b'Human hand'
67,b'Human hand'
68,b'Medical equipment'
69,b'Human face'
70,b'Person'
71,b'Toy'
72,b'Mammal'
73,b'Clothing'
74,b'Dog'
75,b'Human hand'
76,b'Human hand'
77,b'Human arm'
78,b'Human body'
79,b'Toy'
80,b'Human arm'
81,b'Toy'
82,b'Person'
83,b'Human hand'
84,b'Human face'
85,b'Toy'
86,b'Human hand'
87,b'Human hand'
88,b'Human hand'
89,b'Human hand'
90,b'Human face'
91,b'Person'
92,b'Man'
93,b'Human arm'
94,b'Human hand'
95,b'Dog'
96,b'Violin'
97,b'Invertebrate'
98,b'Human arm'
99,b'Woman'
