,a
0,b'Dog'
1,b'Clothing'
2,b'Human hand'
3,b'Human hand'
4,b'Person'
5,b'Person'
6,b'Clothing'
7,b'Clothing'
8,b'Human arm'
9,b'Human hand'
10,b'Mammal'
11,b'Human arm'
12,b'Human arm'
13,b'Human hand'
14,b'Person'
15,b'Human arm'
16,b'Carnivore'
17,b'Man'
18,b'Human arm'
19,b'Person'
20,b'Human hand'
21,b'Dog'
22,b'Clothing'
23,b'Man'
24,b'Human arm'
25,b'Human ear'
26,b'Human hand'
27,b'Clothing'
28,b'Human face'
29,b'Human hand'
30,b'Human arm'
31,b'Human hand'
32,b'Clothing'
33,b'Human arm'
34,b'Dog'
35,b'Clothing'
36,b'Human arm'
37,b'Human eye'
38,b'Animal'
39,b'Boy'
40,b'Human face'
41,b'Human hand'
42,b'Suit'
43,b'Man'
44,b'Human arm'
45,b'Human hand'
46,b'Human arm'
47,b'Human arm'
48,b'Person'
49,b'Human arm'
50,b'Human hand'
51,b'Human arm'
52,b'Mammal'
53,b'Human arm'
54,b'Human face'
55,b'Person'
56,b'Human hand'
57,b'Person'
58,b'Human head'
59,b'Human ear'
60,b'Human hand'
61,b'Human hand'
62,b'Human eye'
63,b'Dog'
64,b'Human arm'
65,b'Human body'
66,b'Human body'
67,b'Woman'
68,b'Human hand'
69,b'Furniture'
70,b'Human arm'
71,b'Human arm'
72,b'Human leg'
73,b'Clothing'
74,b'Human arm'
75,b'Dog'
76,b'Human face'
77,b'Human leg'
78,b'Clothing'
79,b'Human hand'
80,b'Human arm'
81,b'Human leg'
82,b'Mammal'
83,b'Woman'
84,b'Human hand'
85,b'Clothing'
86,b'Human face'
87,b'Human arm'
88,b'Dog bed'
89,b'Human face'
90,b'Human hand'
91,b'Toy'
92,b'Human arm'
93,b'Human face'
94,b'Human head'
95,b'Human hand'
96,b'Human arm'
97,b'Dog'
98,b'Human arm'
99,b'Human body'
