,a
0,b'Human face'
1,b'Woman'
2,b'Clothing'
3,b'Shelf'
4,b'Shelf'
5,b'Shelf'
6,b'House'
7,b'Shelf'
8,b'Furniture'
9,b'Girl'
10,b'Person'
11,b'Clothing'
12,b'Human hair'
13,b'Cupboard'
14,b'Trousers'
15,b'Cabinetry'
16,b'Wardrobe'
17,b'Shelf'
18,b'Shelf'
19,b'Human leg'
20,b'Human head'
21,b'Furniture'
22,b'Human arm'
23,b'Human leg'
24,b'Building'
25,b'Jeans'
26,b'House'
27,b'Cabinetry'
28,b'Window'
29,b'Dress'
30,b'Bookcase'
31,b'Door'
32,b'Door'
33,b'Building'
34,b'Human eye'
35,b'Cabinetry'
36,b'Human hair'
37,b'Egg'
38,b'Shelf'
39,b'Door'
40,b'Shelf'
41,b'Human body'
42,b'Furniture'
43,b'Shelf'
44,b'Furniture'
45,b'House'
46,b'Cabinetry'
47,b'Human leg'
48,b'Door'
49,b'Closet'
50,b'Cupboard'
51,b'Refrigerator'
52,b'Human hair'
53,b'Cabinetry'
54,b'Ball'
55,b'Window'
56,b'Food'
57,b'Shelf'
58,b'Wardrobe'
59,b'Porch'
60,b'Wardrobe'
61,b'Shelf'
62,b'Human mouth'
63,b'Picture frame'
64,b'Human eye'
65,b'Bookcase'
66,b'Table'
67,b'Toy'
68,b'Human leg'
69,b'Window'
70,b'Closet'
71,b'Doll'
72,b'Shelf'
73,b'Countertop'
74,b'Shelf'
75,b'Door'
76,b'Bookcase'
77,b'Human arm'
78,b'Furniture'
79,b'Mammal'
80,b'Window'
81,b'Closet'
82,b'Cabinetry'
83,b'Shelf'
84,b'Mirror'
85,b'Office supplies'
86,b'Chest of drawers'
87,b'Cabinetry'
88,b'Home appliance'
89,b'Door'
90,b'Cabinetry'
91,b'Human arm'
92,b'Human hand'
93,b'Man'
94,b'Window'
95,b'Fashion accessory'
96,b'Jacket'
97,b'Poster'
98,b'Human eye'
99,b'Cupboard'
