,a
0,b'Toy'
1,b'Toy'
2,b'Person'
3,b'Footwear'
4,b'Footwear'
5,b'Computer keyboard'
6,b'Person'
7,b'Human arm'
8,b'Human hand'
9,b'Human leg'
10,b'Table'
11,b'Human leg'
12,b'Footwear'
13,b'Office supplies'
14,b'Mammal'
15,b'Toy'
16,b'Person'
17,b'Person'
18,b'Human arm'
19,b'Footwear'
20,b'Footwear'
21,b'Person'
22,b'Clothing'
23,b'Mammal'
24,b'Sports equipment'
25,b'Chair'
26,b'Furniture'
27,b'Desk'
28,b'Footwear'
29,b'Tool'
30,b'Footwear'
31,b'Footwear'
32,b'Sculpture'
33,b'Clothing'
34,b'Chair'
35,b'Clothing'
36,b'Dog'
37,b'Footwear'
38,b'Animal'
39,b'Sports equipment'
40,b'Office supplies'
41,b'Land vehicle'
42,b'Furniture'
43,b'Dog'
44,b'Footwear'
45,b'Girl'
46,b'Toy'
47,b'Furniture'
48,b'Toy'
49,b'Clothing'
50,b'Human arm'
51,b'Window'
52,b'Carnivore'
53,b'Person'
54,b'Human body'
55,b'Human leg'
56,b'Weapon'
57,b'Human leg'
58,b'Weapon'
59,b'Window'
60,b'Human arm'
61,b'Human body'
62,b'Human hand'
63,b'Window'
64,b'Human arm'
65,b'Man'
66,b'Footwear'
67,b'Furniture'
68,b'Furniture'
69,b'Countertop'
70,b'Human arm'
71,b'Land vehicle'
72,b'Office supplies'
73,b'Toy'
74,b'Desk'
75,b'Furniture'
76,b'Clothing'
77,b'Clothing'
78,b'Carnivore'
79,b'Wheel'
80,b'Table'
81,b'Human arm'
82,b'Vehicle'
83,b'Food'
84,b'Woman'
85,b'Sports equipment'
86,b'Glove'
87,b'Clothing'
88,b'Footwear'
89,b'Footwear'
90,b'Window'
91,b'Furniture'
92,b'Window'
93,b'Sculpture'
94,b'Human arm'
95,b'Skateboard'
96,b'Footwear'
97,b'Sculpture'
98,b'Box'
99,b'Microphone'
