,a
0,0.6986962
1,0.6045409
2,0.53936094
3,0.3726849
4,0.36758444
5,0.21742396
6,0.1949018
7,0.15409596
8,0.14419761
9,0.13245398
10,0.12553054
11,0.12386305
12,0.12123257
13,0.117355734
14,0.11397627
15,0.100994
16,0.09940189
17,0.09813445
18,0.09780358
19,0.091698885
20,0.08798753
21,0.086072125
22,0.069256105
23,0.06444756
24,0.060708355
25,0.060042858
26,0.05794303
27,0.050345644
28,0.049501598
29,0.04833106
30,0.046269864
31,0.043995522
32,0.04043847
33,0.038791392
34,0.03776099
35,0.03702613
36,0.036287323
37,0.035339102
38,0.032399356
39,0.032170713
40,0.030872336
41,0.029560845
42,0.029008761
43,0.02644936
44,0.024903597
45,0.024596391
46,0.023708599
47,0.02365768
48,0.02307596
49,0.021136334
50,0.020588474
51,0.020299492
52,0.019787434
53,0.019463625
54,0.019173011
55,0.017915893
56,0.017431585
57,0.01693718
58,0.016185375
59,0.015176603
60,0.015167223
61,0.015152478
62,0.01507911
63,0.014357814
64,0.014071522
65,0.013637379
66,0.013323225
67,0.012922022
68,0.01273215
69,0.01242014
70,0.0123517
71,0.012080493
72,0.011975263
73,0.011943429
74,0.011840632
75,0.011479723
76,0.0109774405
77,0.010883228
78,0.010484075
79,0.010180689
80,0.009699772
81,0.009670535
82,0.009376334
83,0.009264444
84,0.009032923
85,0.008947394
86,0.008768387
87,0.008641928
88,0.008434047
89,0.007961669
90,0.007855498
91,0.007757216
92,0.007743527
93,0.007645559
94,0.0075455247
95,0.0075263493
96,0.0074605946
97,0.0072379075
98,0.0071670627
99,0.0071598757
