,a,b,c,d
0,0.40042174,0.019575214,0.67982507,0.2331851
1,0.10756488,0.01584793,0.9597123,0.733231
2,0.42325363,0.18970895,0.7158314,0.49538863
3,0.2768053,0.013031501,0.9945498,0.54392034
4,0.32265365,0.43169528,0.5959911,0.5160606
5,0.14967136,0.27333724,0.978896,0.97366977
6,0.41641694,0.21696039,0.6465592,0.3417108
7,0.043119457,0.106093675,0.99093,0.91658664
8,0.08370921,0.35361114,0.9510885,0.9925056
9,0.03840004,0.089652024,0.8433449,1.0
10,0.7620993,0.007616672,0.9972466,0.15020213
11,0.14589415,0.0,0.45117652,0.14203987
12,0.57576483,0.0,0.99172264,0.5152951
13,0.31629992,0.03260502,0.9929508,0.68314576
14,0.37463105,0.4596102,0.5816493,0.51579076
15,0.26556534,0.122943535,0.70477116,0.47576666
16,0.09816976,0.21255577,0.96481735,0.9912335
17,0.0541494,0.004151249,0.77159905,0.5140147
18,0.4178877,0.21153031,0.73112655,0.51180196
19,0.042474568,0.18593842,0.99628764,0.9293802
20,0.16180643,0.012030525,0.91010034,0.39474678
21,0.16107982,0.052467287,0.9534149,0.5545224
22,0.050875552,0.50626844,0.95059836,0.99049515
23,0.19730437,0.42453438,0.58886504,0.5205504
24,0.044240624,0.3827287,0.9249919,1.0
25,0.75789255,0.006604061,0.9908886,0.4635588
26,0.5399965,0.0,1.0,0.49229476
27,0.2823532,0.055289898,0.897103,0.50950795
28,0.03013438,0.41080245,0.9102151,0.98660415
29,0.03359833,0.108927384,1.0,0.94122714
30,0.22838868,0.23801892,0.49542198,0.44649342
31,0.15985957,0.23585117,0.9572962,1.0
32,0.31156638,0.07104879,0.921747,0.5268315
33,0.53687376,0.030204449,1.0,0.60599524
34,0.052965444,0.031235008,0.77405334,0.42918384
35,0.5565723,0.05807764,1.0,0.4929653
36,0.2219558,0.04376957,0.9166301,0.39460802
37,0.040590618,0.5037475,0.97456527,0.9890484
38,0.039678548,0.0,0.65022457,0.74473256
39,0.071819946,0.01616682,0.58995444,0.62816834
40,0.20892307,0.23477721,0.60546225,0.495643
41,0.06263758,0.51529866,0.93012047,0.99423224
42,0.09457896,0.31429407,0.95205855,0.9945036
43,0.05667994,0.5232827,0.81517667,1.0
44,0.26719868,0.0,0.68408,0.22451751
45,0.06356804,0.08711677,0.6082725,0.8934426
46,0.074774705,0.011290474,0.5230428,0.487491
47,0.16055842,0.07804789,0.65466636,0.46354994
48,0.2931655,0.014466648,0.6831768,0.21994342
49,0.12747544,0.0,0.8968683,0.4940889
50,0.023954697,0.0804512,0.5139975,0.9685899
51,0.15777019,0.41524768,0.6316989,0.53489166
52,0.17012437,0.07703972,0.5457342,0.48741186
53,0.0732029,0.026808318,0.7724547,0.6682412
54,0.37630188,0.37315008,0.6132097,0.4974214
55,0.3257902,0.096117,0.7226824,0.49319425
56,0.10372592,0.059699494,0.93741906,0.66344464
57,0.65897274,0.009018993,0.9906349,0.23441672
58,0.19467741,0.023004465,0.67333424,0.26723164
59,0.08955322,0.15009494,0.9608013,0.86622024
60,0.015772909,0.067946166,1.0,0.9532675
61,0.07590108,0.39304164,1.0,0.9835188
62,0.2916976,0.016521607,0.7002999,0.41603336
63,0.77516186,0.0035955333,1.0,0.16355327
64,0.23950896,0.05445583,0.6757358,0.42543033
65,0.0749041,0.020026969,0.67243814,0.89336896
66,0.45241493,0.20501597,0.8281534,0.4742158
67,0.43742958,0.20396958,0.73265785,0.5001063
68,0.23641841,0.28699246,0.53668237,0.47188023
69,0.059291255,0.6124586,0.49603537,0.9886698
70,0.18450381,0.34350005,0.59876233,0.5305105
71,0.0761257,0.0,0.80802757,0.24801107
72,0.12852341,0.08948471,0.99071354,0.6301738
73,0.13568439,0.4266084,0.965317,0.9850392
74,0.114398755,0.05555515,0.79348963,0.41428524
75,0.12667784,0.04382282,0.8807891,0.47157404
76,0.034090884,0.064085655,0.90717614,0.9730334
77,0.7446803,0.013041019,0.9843826,0.48974523
78,0.03400808,0.0,0.4653275,0.5707596
79,0.975091,0.39259517,0.9972614,0.45367372
80,0.3166774,0.06302412,0.73403215,0.49510443
81,0.18226066,0.40817022,0.58509374,0.5313163
82,0.4930062,0.118344724,0.9346748,0.48165852
83,0.26904014,0.044871423,0.68614745,0.4019483
84,0.38947132,0.19837505,0.81209314,0.49555072
85,0.4223643,0.20743725,0.632278,0.34436095
86,0.27941203,0.02166543,0.68374836,0.22736533
87,0.061894685,0.116311334,0.88897055,0.9696617
88,0.066267855,0.4331417,0.9527629,0.97156346
89,0.18675761,0.2107035,0.6264368,0.49392805
90,0.19075318,0.032229993,0.68053377,0.495713
91,0.09531154,0.06387716,0.66303664,0.59661674
92,0.27953908,0.020847244,0.7150667,0.3972711
93,0.70140636,0.034376696,0.9858301,0.5223067
94,0.16889891,0.002493639,0.4439728,0.13769008
95,0.38532385,0.042241096,0.67041844,0.21366967
96,0.154389,0.3376313,0.644531,0.541147
97,0.2970325,0.064888045,0.69277984,0.37871462
98,0.53853357,0.0040515517,0.99649864,0.60209584
99,0.04837835,0.066966854,0.9929885,0.97103363
